pid,name
1812,20941 Killawog Ter
1813,42468 Regal Wood Dr
1814,22824 Ferncrest Ter
1815,43232 Baltusrol Ter
1816,20950 Houseman Ter
1817,44087 Macedonia Ct
1818,21712 Pattyjean Ter
1819,22577 Maison Carree Sq
1820,42529 Magellan Sq
1821,Acclaim at Ashburn
1822,Wingler House
1823,Shreveport Ridge
1824,The Woods of Brambleton
1825,Ashby Ponds
1826,Parkside at Ashburn
1827,Summerfield at Brambleton
1828,Cherry Blossom Square
1829,Belmont Ridge Rd
1830,One Loudoun
1831,Thunderbird Apartments
1832,Lighthouse at Twin Lakes Apartment Homes
1833,The Mark at Brickyard
1834,Powder Mill Village
1835,Townley
1836,Barclay Square
