pid,Other Fee,admin,amenity,appfee,birddep,birdfee,catdep,catfee,dogdep,dogfee,fishdep,fishfee,movein,na,otherdep,reptiledep,reptilefee,unknown
5485,,,,,,,,,,,,,,,,,,
5486,,,,,,,,,,,,,,,,,,
5487,,,,,,,,,,,,,,,,,,
5488,,,,,,,,,,,,,,,,,,
5489,,,,,,,,,,,,,,,,,,
5490,,,,50.0,,,,,,,,,,,,,,
5491,,,,40.0,,,300.0,,300.0,,,,,,,,,100.0
5492,,,,40.0,,,300.0,,,,,,,,,,,100.0
5493,,,,40.0,,,,,300.0,,,,,,,,,
5494,,,,40.0,,,300.0,,300.0,,,,,,,,,100.0
5495,,,,40.0,,,300.0,,300.0,,,,,,,,,
5496,,140.0,,,,,,,,,,,,,,,,
5497,,,,40.0,,,300.0,,300.0,,,,,,,,,100.0
5498,,,,40.0,,,300.0,,300.0,,,,,,,,,
5499,,,,,,,,,,,,,,,,,,
5500,,,,,,,,,,,,,,,,,,
5501,,,,,,,,,,,,,,,,,,
5502,,,,,,,,,,,,,,,,,,
5503,,,,,,,,,,,,,,,,,,
5504,,,,,,,,,,,,,,,,,,
5505,,,,,,,,,,,,,,,,,,
5506,,,,,,,,,,,,,,,,,,
5507,,,,,,,,,,,,,,,,,,
5508,,,,25.0,,,,,,,,,,,,,,
5509,,,,25.0,,,500.0,,500.0,,,,,,,,,
5510,,,,,,,,,,,,,,,,,,
5511,,,,,,,,,,,,,,,,,,
5512,,,,,,,,,,,,,,,,,,
5513,,,,,,,,,,,,,,,,,,
5514,,,,,,,,,,,,,,,,,,
5515,,,,,,,,,,,,,,,,,,
5516,,,,,,,,,,,,,,,,,,
5517,,,,,,,,,,,,,,,,,,
5518,,,,60.0,,,150.0,150.0,150.0,150.0,,,,,,,,
5519,,,,45.0,,,,,,,,,,,,,,
5520,,,,30.0,,,250.0,,250.0,,,,,,,,,
5521,,,,30.0,,,150.0,250.0,250.0,250.0,,,,,,,,
5522,,,,25.0,,,,,,,,,,,,,,
5523,,,,30.0,,,250.0,,250.0,,,,,,,,,
5524,,275.0,,40.0,,,400.0,,400.0,,,,,,,,,
5525,,,,25.0,,,,,,,,,,,,,,
5526,,,,25.0,,,,250.0,250.0,,,,,,,,,
5527,,,,25.0,,,250.0,35.0,250.0,35.0,,,,,,,,
5528,,,,25.0,,,200.0,,200.0,,,,,,,,,
5529,,,,25.0,,,,,,,,,,,,,,
5530,,,,,,,,,,,,,,,,,,
5531,,,,,,,,,,,,,,,,,,
5532,,,,,,,,,,,,,,,,,,
5533,,,,,,,,,,,,,,,,,,
5534,,,,,,,,,,,,,,,,,,
5535,,,,,,,,,,,,,,,,,,
5536,,,,,,,,,,,,,,,,,,
5537,,,,,,,,,,,,,,,,,,
5538,,,,,,,,,,,,,,,,,,
5539,,,,,,,,,,,,,,,,,,
5540,,,,,,,,,,,,,,,,,,
5541,,,,,,,,,,,,,,,,,,
5542,,,,,,,,,,,,,,,,,,
5543,,,,,,,,,,,,,,,,,,
5544,,,,,,,,,,,,,,,,,,
5545,,,,,,,,,,,,,,,,,,
5546,,,,,,,,,,,,,,,,,,
5547,,,,,,,,,,,,,,,,,,
5548,,,,,,,,,,,,,,,,,,
5549,,,,,,,,,,,,,,,,,,
5550,,,,,,,,,,,,,,,,,,
5551,,,,,,,,,,,,,,,,,,
5552,,,,,,,,,,,,,,,,,,
5553,,,,,,,,,,,,,,,,,,
5554,,,,,,,,,,,,,,,,,,
5555,,,,,,,,,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,
5557,,,,,,,,,,,,,,,,,,
5558,,,,,,,,,,,,,,,,,,
5559,,,,,,,,,,,,,,,,,,
5560,,,,,,,,,,,,,,,,,,
5561,,,,,,,,,,,,,,,,,,
5562,,,,,,,,,,,,,,,,,,
5563,,,,,,,,,,,,,,,,,,
5564,,,,,,,,,,,,,,,,,,
5565,,,,,,,,,,,,,,,,,,
5566,,,,,,,,,,,,,,,,,,
5567,,,,,,,,,,,,,,,,,,
5568,,,,,,,,,,,,,,,,,,
5569,,,,,,,,,,,,,,,,,,
5570,,,,,,,,,,,,,,,,,,
5571,,,,,,,,,,,,,,,,,,
5572,,,,,,,,,,,,,,,,,,
5573,,,,,,,,,,,,,,,,,,
5574,,,,,,,,,,,,,,,,,,
5575,,,,,,,,,,,,,,,,,,
5576,,,,,,,,,,,,,,,,,,
5577,,,,,,,,,,,,,,,,,,
5578,,,,,,,,,,,,,,,,,,
5579,,,,,,,,,,,,,,,,,,
5580,,,,,,,,,,,,,,,,,,
5581,,,,,,,,,,,,,,,,,,
5582,,,,,,,,,,,,,,,,,,
5583,,,,,,,,,,,,,,,,,,
5584,,,,,,,,,,,,,,,,,,
5585,,,,,,,,,,,,,,,,,,
5586,,,,25.0,,,600.0,,600.0,,,,,,,,,
5587,,,,25.0,,,,,,,,,,,,,,
5588,,,,,,,,,,,,,,,,,,
5589,,300.0,,50.0,,,,250.0,,250.0,,,,,,,,
5590,,,,,,,,,,,,,,,,,,
5591,,,,,,,,,,,,,,,,,,
5592,,,,,,,,,,,,,,,,,,
5593,,,,,,,,,,,,,,,,,,
5594,,,,,,,,,,,,,,,,,,
5595,,,,,,,,,,,,,,,,,,
5596,,,,,,,,,,,,,,,,,,
5597,,,,25.0,,,300.0,,300.0,,,,,,,,,350.0
5598,,,,35.0,,,600.0,,600.0,,,,,,,,,
5599,,,,25.0,,,250.0,50.0,250.0,50.0,,,,,,,,
5600,,,,25.0,,,350.0,350.0,350.0,350.0,,,,,,,,
5601,,,,37.0,,,,,,,,,,,,,,
5602,,,,25.0,,,,,,,,,,,,,,
5603,,,,25.0,,,250.0,,250.0,,,,,,,,,
5604,,120.0,,25.0,,,250.0,,250.0,,,,,,,,,
5605,,185.0,,25.0,,,250.0,,250.0,,,,,,,,,
5606,,,,25.0,,,,,,,,,,,,,,
5607,,,,25.0,,,,,,,,,,,,,,
5608,,,,25.0,,,,,,,,,,,,,,
5609,,,,25.0,,,,,,,,,,,,,,
5610,,,,25.0,,,250.0,,250.0,,,,,,,,,
5611,,,,25.0,,,,350.0,,350.0,,,,,,,,
5612,,,,25.0,,,250.0,,250.0,,,,,,,,,
5613,,,,25.0,,,250.0,,250.0,,,,,,,,,
5614,,,,25.0,,,,350.0,,350.0,,,,,,,,
5615,,,,25.0,,,300.0,,300.0,,,,,,,,,
5616,,,400.0,25.0,,,300.0,,300.0,,,,,,,,,
5617,,,,35.0,,,200.0,,200.0,,,,,,,,,
5618,,,,32.0,,,300.0,,300.0,,,,,,,,,
5619,,,,32.0,,,300.0,,300.0,,,,,,,,,
5620,,,,32.0,,,,,300.0,,,,,,,,,
5621,,,,25.0,,,150.0,,150.0,,,,,,,,,
5622,,,,30.0,,,250.0,,250.0,,,,,,,,,
5623,,,,35.0,,,300.0,400.0,300.0,400.0,,,,,,,,25.0
5624,,,,25.0,,,,,,,,,,,,,,
5625,,,,30.0,,,300.0,,300.0,,,,,,,,,
5626,,,,44.0,,,250.0,,250.0,,,,,,,,,
5627,,,,44.0,,,150.0,,150.0,,,,,,,,,
5628,,,,25.0,,,200.0,35.0,200.0,35.0,,,,,,,,
5629,,450.0,,60.0,,,500.0,,500.0,,,,,,,,,
5630,,35.0,,25.0,,,250.0,,250.0,,,,,,,,,
5631,,,,50.0,,,,,,,,,,,,,,
5632,,,,50.0,,,,,,,,,,,,,,
5633,,,,50.0,,,,,,,,,,,,,,
5634,,,,50.0,,,,,,,,,,,,,,
5635,,,,50.0,,,,,,,,,,,,,,
5636,,,,50.0,,,,,,,,,,,,,,
5637,,,,32.0,,,,,,,,,,,,,,
5638,,,,32.0,,,300.0,,300.0,,,,,,,,,
5639,,,,40.0,,,,250.0,,250.0,,,,,,,,
5640,,,,25.0,,,,,,,,,,,,,,
5641,,,,35.0,,,,300.0,,300.0,,,,,,,,
5642,,,,25.0,,,250.0,,250.0,,,,,,,,,
5643,,,,32.0,,,,,,,,,,,,,,
5644,,,,25.0,,,250.0,,250.0,,,,,,,,,
5645,,,,35.0,,,200.0,,200.0,,,,,,,,,
5646,,,,25.0,,,250.0,,250.0,,,,,,,,,
5647,,,,32.0,,,300.0,,300.0,,,,,,,,,
5648,,,,32.0,,,300.0,,300.0,,,,,,,,,
5649,,100.0,,15.0,,,,,,,,,,,,,,
5650,,,,25.0,,,250.0,,250.0,,,,,,,,,
5651,,,,25.0,,,,,,,,,,,,,,
5652,,,,35.0,,,,500.0,,500.0,,,,,,,,
5653,,,,25.0,,,300.0,,300.0,,,,,,,,,
5654,,,,57.0,,,,150.0,150.0,,,,,,,,,
5655,,,,44.0,,,,,250.0,,,,,,,,,
5656,,,,29.0,,,350.0,,350.0,,,,,,,,,
5657,,,300.0,37.0,,,250.0,,250.0,,,,,,,,,
5658,,,,31.0,,,200.0,35.0,200.0,35.0,,,,,,,,
5659,,,,44.0,,,,,250.0,,,,,,,,,
5660,,100.0,,25.0,,,,,,,,,,,,,,
5661,,,,,,,150.0,,150.0,,,,,,,,,
5662,,,,35.0,,,30.0,250.0,25.0,250.0,,,,,,,,
5663,,,,25.0,,,,,,,,,,,,,,
5664,,,300.0,35.0,,,300.0,,300.0,,,,,,,,,
5665,,,,25.0,,,,300.0,,300.0,,,,,,,,
5666,,,,35.0,,,,,,,,,,,,,,
5667,,,,37.0,,,250.0,,250.0,,,,,,,,,
5668,,,,,,,,,,,,,,,,,,
5669,,,,25.0,,,,,,,,,,,,,,
5670,,,,25.0,,,,,,,,,,,,,,
5671,,,,,,,500.0,,500.0,,,,,,,,,
5672,,,,50.0,,,400.0,,400.0,,,,,,,,,
5673,,,,60.0,,,500.0,,500.0,,,,,,,,,
5674,,,,32.0,,,300.0,,300.0,,,,,,,,,
5675,,,,25.0,,,250.0,,,,,,,,,,,
5676,,,,25.0,,,,,,,,,,,,,,
5677,,,,40.0,,,,,,,,,,,,,,
5678,,,,,,,,,,,,,,,,,,
5679,,,,35.0,,,,,300.0,,,,,,,,,
5680,,,,25.0,,,,400.0,,,,,,,,,,
5681,,,,,,,,,,,,,,,,,,
5682,,,,,,,,,,,,,,,,,,
5683,,,,,,,,,,,,,,,,,,
5684,,,,,,,,,,,,,,,,,,
5685,,,,,,,,,,,,,,,,,,
5686,,,,,,,,,,,,,,,,,,
5687,,,,,,,,,,,,,,,,,,
5688,,,,,,,,,,,,,,,,,,
5689,,,,,,,,,,,,,,,,,,
5690,,,,,,,,,,,,,,,,,,
5691,,,,,,,,,,,,,,,,,,
5692,,,,35.0,,,250.0,,250.0,,,,,,,,,
5693,,,,35.0,,,300.0,,300.0,,,,,,,,,
5694,,,,45.0,,,,,,,,,,,,,,
5695,,100.0,,35.0,,,,300.0,,300.0,,,,,,,,
5696,,,,,,,,,,,,,,,,,,
5697,,,,,,,,,,,,,,,,,,
5698,,,,,,,,,,,,,,,,,,
5699,,,,,,,,,,,,,,,,,,
5700,,,,,,,,,,,,,,,,,,
5701,,,,,,,,,,,,,,,,,,
5702,,,,,,,,,,,,,,,,,,
5703,,,,,,,,,,,,,,,,,,
5704,,,,,,,,,,,,,,,,,,
5705,,,,,,,,,,,,,,,,,,
5706,,,,,,,,,,,,,,,,,,
5707,,,,,,,,,,,,,,,,,,
5708,,,,,,,,,,,,,,,,,,
5709,,,,,,,,,,,,,,,,,,
5710,,,,,,,,,,,,,,,,,,
5711,,,,,,,,,,,,,,,,,,
5712,,,,,,,,,,,,,,,,,,
5713,,,,,,,,,,,,,,,,,,
5714,,,,,,,,,,,,,,,,,,
5715,,,,,,,,,,,,,,,,,,
5716,,,,,,,,,,,,,,,,,,
5717,,,,,,,,,,,,,,,,,,
5718,,,,,,,,,,,,,,,,,,
5719,,,,,,,,,,,,,,,,,,
5720,,,,,,,,,,,,,,,,,,
5721,,,,,,,,,,,,,,,,,,
5722,,,,,,,,,,,,,,,,,,
5723,,,,,,,,,,,,,,,,,,
5724,,,,,,,,,,,,,,,,,,
5725,,,,,,,,,,,,,,,,,,
5726,,,,,,,,,,,,,,,,,,
5727,,,,,,,,,,,,,,,,,,
5728,,,,,,,,,,,,,,,,,,
5729,,,,,,,,,,,,,,,,,,
5730,,,,,,,,,,,,,,,,,,
5731,,,,,,,,,,,,,,,,,,
5732,,,,,,,,,,,,,,,,,,
5733,,,,,,,,,,,,,,,,,,
5734,,,,,,,,,,,,,,,,,,
5735,,,,,,,,,,,,,,,,,,
5736,,,,,,,,,,,,,,,,,,
5737,,,,,,,,,,,,,,,,,,
5738,,,,,,,,,,,,,,,,,,
5739,,,,,,,,,,,,,,,,,,
5740,,,,,,,,,,,,,,,,,,
5741,,,,,,,,,,,,,,,,,,
5742,,,,,,,,,,,,,,,,,,
5743,,,,,,,,,,,,,,,,,,
5744,,,,,,,,,,,,,,,,,,
5745,,,,,,,,,,,,,,,,,,
5746,,,,,,,,,,,,,,,,,,
5747,,,,,,,,,,,,,,,,,,
5748,,,,,,,,,,,,,,,,,,
5749,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,
5751,,,,,,,,,,,,,,,,,,
5752,,,,,,,,,,,,,,,,,,
5753,,,,,,,,,,,,,,,,,,
5754,,,,,,,,,,,,,,,,,,
5755,,,,,,,,,,,,,,,,,,
5756,,,,,,,,,,,,,,,,,,
5757,,,,,,,,,,,,,,,,,,
5758,,,,,,,,,,,,,,,,,,
5759,,,,,,,,,,,,,,,,,,
5760,,,,,,,,,,,,,,,,,,
5761,,,,,,,,,,,,,,,,,,
5762,,,,,,,,,,,,,,,,,,
5763,,,,,,,,,,,,,,,,,,
5764,,,,,,,,,,,,,,,,,,
5765,,,,,,,,,,,,,,,,,,
5766,,,,,,,,,,,,,,,,,,
5767,,,,,,,,,,,,,,,,,,
5768,,,,,,,,,,,,,,,,,,
5769,,,,,,,,,,,,,,,,,,
5770,,,,,,,,,,,,,,,,,,
5771,,,,,,,,,,,,,,,,,,
5772,,,,,,,,,,,,,,,,,,
5773,,,,,,,,,,,,,,,,,,
5774,,,,,,,,,,,,,,,,,,
5775,,,,,,,,,,,,,,,,,,
5776,,,,,,,,,,,,,,,,,,
5777,,,,,,,,,,,,,,,,,,
5778,,,,,,,,,,,,,,,,,,
5779,,,,,,,,,,,,,,,,,,
5780,,,,,,,,,,,,,,,,,,
5781,,,,,,,,,,,,,,,,,,
5782,,,,,,,,,,,,,,,,,,
5783,,,,,,,,,,,,,,,,,,
5784,,,,,,,,,,,,,,,,,,
5785,,,,,,,,,,,,,,,,,,
5786,,,,,,,,,,,,,,,,,,
5787,,,,,,,,,,,,,,,,,,
5788,,,,,,,,,,,,,,,,,,
5789,,,,,,,,,,,,,,,,,,
5790,,,,,,,,,,,,,,,,,,
5791,,,,,,,,,,,,,,,,,,
5792,,,,,,,,,,,,,,,,,,
5793,,,,,,,,,,,,,,,,,,
5794,,,,,,,,,,,,,,,,,,
5795,,,,,,,,,,,,,,,,,,
5796,,,,,,,,,,,,,,,,,,
5797,,,,,,,,,,,,,,,,,,
5798,,,,,,,,,,,,,,,,,,
5799,,,,,,,,,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,,
5801,,,,,,,,,,,,,,,,,,
5802,,,,,,,,,,,,,,,,,,
5803,,,,,,,,,,,,,,,,,,
5804,,,,,,,,,,,,,,,,,,
5805,,,,,,,,,,,,,,,,,,
5806,,,,,,,,,,,,,,,,,,
5807,,,,,,,,,,,,,,,,,,
5808,,,,,,,,,,,,,,,,,,
5809,,,,,,,,,,,,,,,,,,
5810,,,,,,,,,,,,,,,,,,
5811,,,,,,,,,,,,,,,,,,
5812,,,,,,,,,,,,,,,,,,
5813,,,,,,,,,,,,,,,,,,
5814,,,,,,,,,,,,,,,,,,
5815,,,,,,,,,,,,,,,,,,
5816,,,,,,,,,,,,,,,,,,
5817,,,,,,,,,,,,,,,,,,
5818,,,,,,,,,,,,,,,,,,
5819,,,,,,,,,,,,,,,,,,
5820,,,,35.0,,,350.0,,350.0,,,,,,,,,
5821,,,,,,,,,,,,,,,,,,
5822,,,,,,,,,,,,,,,,,,
5823,,,,,,,,,,,,,,,,,,
5824,,,,40.0,,,,,,,,,,,,,,
5825,,,,25.0,,,,,,,,,,,,,,
5826,,,,57.0,,,150.0,150.0,150.0,150.0,,,,,,,,
5827,,100.0,,15.0,,,300.0,,300.0,,,,,,,,,
5828,,,,35.0,,,500.0,,500.0,,,,,,,,,
5829,,,,40.0,,,,,,,,,,,,,,
5830,,,,40.0,,,,,,,,,,,,,,
5831,,,,,,,,,,,,,,,,,,
5832,,,,35.0,,,,300.0,,300.0,,,,,,,,
5833,,,,,,,,,,,,,,,,,,
5834,,,,15.0,,,,,,,,,,,,,,
5835,,,,32.0,,,,,,,,,,,,,,
5836,,,,40.0,,,250.0,,250.0,,,,,,,,,
5837,,,,22.0,,,300.0,,300.0,,,,,,,,,
5838,,,,50.0,,,,,,,,,,,,,,
5839,,,,45.0,,,,,,,,,,,,,,
5840,,,,25.0,,,,,,,,,,,,,,
5841,,,,30.0,,,,250.0,,,,,,,,,,131.0
5842,,,,50.0,,,,,,,,,,,,,,
5843,,,,45.0,,,,,,,,,,,,,,
5844,,,,50.0,,,,,,,,,,,,,,
5845,,,,,,,,,,,,,,,,,,
5846,,,,,,,,,,,,,,,,,,
5847,,,,,,,,,,,,,,,,,,
5848,,,,,,,,,,,,,,,,,,
5849,,,,,,,,,,,,,,,,,,
5850,,,,,,,,,,,,,,,,,,
5851,,,,,,,,,,,,,,,,,,
5852,,,,,,,,,,,,,,,,,,
5853,,,,,,,,,,,,,,,,,,
5854,,,,,,,,,,,,,,,,,,
5855,,,,,,,,,,,,,,,,,,
5856,,,,,,,,,,,,,,,,,,
5857,,,,,,,,,,,,,,,,,,
5858,,,,,,,,,,,,,,,,,,
5859,,,,,,,,,,,,,,,,,,
5860,,,,,,,,,,,,,,,,,,
5861,,,,,,,,,,,,,,,,,,
5862,,,,,,,,,,,,,,,,,,
5863,,,,,,,,,,,,,,,,,,
5864,,,,,,,,,,,,,,,,,,
5865,,,,,,,,,,,,,,,,,,
5866,,,,,,,,,,,,,,,,,,
5867,,,,,,,,,,,,,,,,,,
5868,,,,,,,,,,,,,,,,,,
5869,,,,,,,,,,,,,,,,,,
5870,,,,,,,,,,,,,,,,,,
5871,,,,,,,,,,,,,,,,,,
5872,,,,,,,,,,,,,,,,,,
5873,,,,,,,,,,,,,,,,,,
5874,,,,,,,,,,,,,,,,,,
5875,,,,,,,,,,,,,,,,,,
5876,,,,,,,,,,,,,,,,,,
5877,,,,,,,,,,,,,,,,,,
5878,,,,,,,,,,,,,,,,,,
5879,,,,,,,,,,,,,,,,,,
5880,,,,,,,,,,,,,,,,,,
5881,,,,,,,,,,,,,,,,,,
5882,,,,,,,,,,,,,,,,,,
5883,,,,,,,,,,,,,,,,,,
5884,,,,,,,,,,,,,,,,,,
5885,,,,,,,,,,,,,,,,,,
5886,,,,,,,,,,,,,,,,,,
5887,,,,,,,,,,,,,,,,,,
5888,,,,,,,,,,,,,,,,,,
5889,,,,,,,,,,,,,,,,,,
5890,,,,,,,,,,,,,,,,,,
5891,,,,,,,,,,,,,,,,,,
5892,,,,,,,,,,,,,,,,,,
5893,,,,,,,,,,,,,,,,,,
5894,,,,,,,,,,,,,,,,,,
5895,,,,,,,,,,,,,,,,,,
5896,,,,,,,,,,,,,,,,,,
5897,,,,,,,,,,,,,,,,,,
5898,,,,,,,,,,,,,,,,,,
5899,,,,,,,,,,,,,,,,,,
5900,,,,,,,,,,,,,,,,,,
5901,,,,,,,,,,,,,,,,,,
5902,,,,,,,,,,,,,,,,,,
5903,,,,,,,,,,,,,,,,,,
5904,,,,,,,,,,,,,,,,,,
5905,,,,,,,,,,,,,,,,,,
5906,,,,,,,,,,,,,,,,,,
5907,,,,,,,,,,,,,,,,,,
5908,,,,,,,,,,,,,,,,,,
5909,,,,,,,,,,,,,,,,,,
5910,,,,,,,,,,,,,,,,,,
5911,,,,,,,,,,,,,,,,,,
5912,,,,,,,,,,,,,,,,,,
5913,,,,,,,,,,,,,,,,,,
5914,,,,,,,,,,,,,,,,,,
5915,,,,,,,,,,,,,,,,,,
5916,,,,,,,,,,,,,,,,,,
5917,,,,,,,,,,,,,,,,,,
5918,,,,,,,,,,,,,,,,,,
5919,,,,,,,,,,,,,,,,,,
5920,,,,,,,,,,,,,,,,,,
5921,,,,,,,,,,,,,,,,,,
5922,,,,,,,,,,,,,,,,,,
5923,,,,,,,,,,,,,,,,,,
5924,,,,,,,,,,,,,,,,,,
5925,,,,,,,,,,,,,,,,,,
5926,,,,,,,,,,,,,,,,,,
5927,,,,,,,,,,,,,,,,,,
5928,,,,,,,,,,,,,,,,,,
5929,,,,,,,,,,,,,,,,,,
5930,,,,,,,,,,,,,,,,,,
5931,,,,,,,,,,,,,,,,,,
5932,,,,,,,,,,,,,,,,,,
5933,,,,,,,,,,,,,,,,,,
5934,,,,,,,,,,,,,,,,,,
5935,,,,,,,,,,,,,,,,,,
5936,,,,,,,,,,,,,,,,,,
5937,,,,,,,,,,,,,,,,,,
5938,,,,,,,,,,,,,,,,,,
5939,,,,,,,,,,,,,,,,,,
5940,,,,,,,,,,,,,,,,,,
5941,,,,,,,,,,,,,,,,,,
5942,,,,,,,,,,,,,,,,,,
5943,,,,,,,,,,,,,,,,,,
5944,,,,,,,,,,,,,,,,,,
5945,,,,,,,,,,,,,,,,,,
5946,,,,,,,,,,,,,,,,,,
5947,,,,,,,,,,,,,,,,,,
5948,,,,,,,,,,,,,,,,,,
5949,,,,,,,,,,,,,,,,,,
5950,,,,,,,,,,,,,,,,,,
5951,,,,,,,,,,,,,,,,,,
5952,,,,,,,,,,,,,,,,,,
5953,,,,,,,,,,,,,,,,,,
5954,,,,,,,,,,,,,,,,,,
5955,,,,,,,,,,,,,,,,,,
5956,,,,,,,,,,,,,,,,,,
5957,,,,,,,,,,,,,,,,,,
5958,,,,,,,,,,,,,,,,,,
5959,,,,,,,,,,,,,,,,,,
5960,,,,,,,,,,,,,,,,,,
5961,,,,,,,,,,,,,,,,,,
5962,,,,,,,,,,,,,,,,,,
5963,,,,,,,,,,,,,,,,,,
5964,,,,,,,,,,,,,,,,,,
5965,,,,,,,,,,,,,,,,,,
5966,,,,,,,,,,,,,,,,,,
5967,,,,,,,,,,,,,,,,,,
5968,,,,,,,,,,,,,,,,,,
5969,,,,,,,,,,,,,,,,,,
5970,,,,,,,,,,,,,,,,,,
5971,,,,,,,,,,,,,,,,,,
5972,,,,,,,,,,,,,,,,,,
5973,,,,,,,,,,,,,,,,,,
5974,,,,,,,,,,,,,,,,,,
5975,,,,,,,,,,,,,,,,,,
5976,,,,,,,,,,,,,,,,,,
5977,,,,,,,,,,,,,,,,,,
5978,,,,,,,,,,,,,,,,,,
5979,,,,,,,,,,,,,,,,,,
5980,,,,,,,,,,,,,,,,,,
5981,,,,,,,,,,,,,,,,,,
5982,,,,,,,,,,,,,,,,,,
5983,,,,,,,,,,,,,,,,,,
5984,,,,,,,,,,,,,,,,,,
5985,,,,,,,,,,,,,,,,,,
5986,,,,,,,,,,,,,,,,,,
5987,,,,,,,,,,,,,,,,,,
5988,,,,,,,,,,,,,,,,,,
5989,,,,,,,,,,,,,,,,,,
5990,,,,,,,,,,,,,,,,,,
5991,,,,,,,,,,,,,,,,,,
5992,,,,,,,,,,,,,,,,,,
5993,,,,,,,,,,,,,,,,,,
5994,,,,,,,,,,,,,,,,,,
5995,,,,,,,,,,,,,,,,,,
5996,,,,,,,,,,,,,,,,,,
5997,,,,,,,,,,,,,,,,,,
5998,,,,,,,,,,,,,,,,,,
5999,,,,,,,,,,,,,,,,,,
6000,,,,,,,,,,,,,,,,,,
6001,,,,,,,,,,,,,,,,,,
6002,,,,,,,,,,,,,,,,,,
6003,,,,,,,,,,,,,,,,,,
6004,,,,,,,,,,,,,,,,,,
6005,,,,,,,,,,,,,,,,,,
6006,,,,,,,,,,,,,,,,,,
6007,,,,,,,,,,,,,,,,,,
6008,,,,,,,,,,,,,,,,,,
6009,,,,,,,,,,,,,,,,,,
6010,,,,,,,,,,,,,,,,,,
6011,,,,,,,,,,,,,,,,,,
6012,,,,,,,,,,,,,,,,,,
6013,,,,,,,,,,,,,,,,,,
6014,,,,,,,,,,,,,,,,,,
6015,,,,,,,,,,,,,,,,,,
6016,,,,,,,,,,,,,,,,,,
6017,,,,,,,,,,,,,,,,,,
6018,,,,,,,,,,,,,,,,,,
6019,,,,,,,,,,,,,,,,,,
6020,,,,,,,,,,,,,,,,,,
6021,,,,,,,,,,,,,,,,,,
6022,,,,,,,,,,,,,,,,,,
6023,,,,,,,,,,,,,,,,,,
6024,,,,,,,,,,,,,,,,,,
6025,,,,,,,,,,,,,,,,,,
6026,,,,,,,,,,,,,,,,,,
6027,,,,,,,,,,,,,,,,,,
6028,,,,,,,,,,,,,,,,,,
6029,,,,,,,,,,,,,,,,,,
6030,,,300.0,50.0,,,,400.0,,400.0,,,,,,,,
6031,,350.0,,50.0,,,,,,,,,,,,,,
6032,,250.0,,50.0,,,350.0,350.0,350.0,350.0,,,,,,,,
6033,,,,,,,,,,,,,,,,,,
6034,,,,,,,,300.0,,300.0,,,,,,,,
6035,,,,50.0,,,,250.0,,250.0,,,,,,,,
6036,,,,,,,,,,,,,,,,,,
6037,,,,,,,,,,,,,,,,,,
6038,,,,,,,,,,,,,,,,,,
6039,,,,,,,,,,,,,,,,,,
6040,,,,,,,,,,,,,,,,,,
6041,,,,,,,,,,,,,,,,,,
6042,,,,,,,,,,,,,,,,,,
6043,,,,,,,,,,,,,,,,,,
6044,,,,,,,,,,,,,,,,,,
6045,,,,,,,,,,,,,,,,,,
6046,,,,,,,,,,,,,,,,,,
6047,,,,,,,,,,,,,,,,,,
6048,,,,,,,,,,,,,,,,,,
6049,,,,,,,,,,,,,,,,,,
6050,,,,,,,,,,,,,,,,,,
6051,,,,,,,,,,,,,,,,,,
6052,,,,,,,,,,,,,,,,,,
6053,,,,,,,,,,,,,,,,,,
6054,,,,,,,,,,,,,,,,,,
6055,,,,,,,,,,,,,,,,,,
6056,,,,,,,,,,,,,,,,,,
6057,,,,,,,,,,,,,,,,,,
6058,,,,,,,,,,,,,,,,,,
6059,,,,,,,,,,,,,,,,,,
6060,,,,,,,,,,,,,,,,,,
6061,,,,,,,,,,,,,,,,,,
6062,,,,,,,,,,,,,,,,,,
6063,,,,,,,,,,,,,,,,,,
6064,,,,,,,,,,,,,,,,,,
6065,,,,,,,,,,,,,,,,,,
6066,,,,,,,,,,,,,,,,,,
6067,,,,,,,,,,,,,,,,,,
6068,,,,,,,,,,,,,,,,,,
6069,,,,,,,,,,,,,,,,,,
6070,,,,,,,,,,,,,,,,,,
6071,,,,,,,,,,,,,,,,,,
6072,,,,,,,,,,,,,,,,,,
6073,,,,,,,,,,,,,,,,,,
6074,,,,,,,,,,,,,,,,,,
6075,,,,,,,,,,,,,,,,,,
6076,,,,,,,,,,,,,,,,,,
6077,,,,,,,,,,,,,,,,,,
6078,,,,,,,,,,,,,,,,,,
6079,,,,,,,,,,,,,,,,,,
6080,,,,,,,,,,,,,,,,,,
6081,,,,,,,,,,,,,,,,,,
6082,,,,,,,,,,,,,,,,,,
6083,,,,,,,,,,,,,,,,,,
6084,,,,,,,,,,,,,,,,,,
6085,,,,,,,,,,,,,,,,,,
6086,,,,,,,,,,,,,,,,,,
6087,,,,,,,,,,,,,,,,,,
6088,,,,,,,,,,,,,,,,,,
6089,,,,,,,,,,,,,,,,,,
6090,,,,,,,,,,,,,,,,,,
6091,,,,,,,,,,,,,,,,,,
6092,,,,,,,,,,,,,,,,,,
6093,,,,,,,,,,,,,,,,,,
6094,,,,,,,,,,,,,,,,,,
6095,,,,,,,,,,,,,,,,,,
6096,,,,,,,,,,,,,,,,,,
