pid,url
318,https://www.apartments.com/1003-w-braddock-rd-alexandria-va/v4g39lg/
319,https://www.apartments.com/1200-braddock-pl-alexandria-va-unit-715/mkvz8yk/
320,https://www.apartments.com/3811-brighton-ct-alexandria-va/bz31m78/
321,https://www.apartments.com/7907-fort-hunt-rd-alexandria-va/674xenr/
322,https://www.apartments.com/8600-shadwell-dr-alexandria-va-unit-4/jgxrvl5/
323,https://www.apartments.com/2-ashby-st-alexandria-va-unit-a/z1xt90w/
324,https://www.apartments.com/6943-lerwick-ct-alexandria-va/ge89dly/
325,https://www.apartments.com/413-n-payne-st-alexandria-va/rnf0k51/
326,https://www.apartments.com/7433-gillingham-row-alexandria-va/sw9vvv7/
327,https://www.apartments.com/6409-nice-pl-alexandria-va/6gfdpvs/
328,https://www.apartments.com/100-w-taylor-run-pky-alexandria-va-unit-7/5e9mfnq/
329,https://www.apartments.com/2523-huntington-ave-alexandria-va-unit-25/jj9gqm6/
330,https://www.apartments.com/8836-camfield-dr-alexandria-va/s6td0k4/
331,https://www.apartments.com/203-yoakum-pky-alexandria-va-unit-611/rdsbev2/
332,https://www.apartments.com/6027-curtier-dr-alexandria-va-unit-e/5db7vkq/
333,https://www.apartments.com/6137-edsall-rd-alexandria-va-unit-j/nml027n/
334,https://www.apartments.com/610-s-fayette-st-alexandria-va/4m723sk/
335,https://www.apartments.com/7134-westfield-ct-alexandria-va/2rk8jhc/
336,https://www.apartments.com/6570-kelsey-point-cir-alexandria-va/70gsk8z/
337,https://www.apartments.com/1615-n-van-dorn-st-alexandria-va/jwg0g27/
338,https://www.apartments.com/5300-holmes-run-pky-alexandria-va-unit-912/76ljd5z/
339,https://www.apartments.com/5260-maris-ave-alexandria-va/3tszy2e/
340,https://www.apartments.com/4511-carlby-ln-alexandria-va/lrff2bg/
341,https://www.apartments.com/105-s-gordon-st-alexandria-va/7sbc75y/
342,https://www.apartments.com/423-earl-st-alexandria-va/9ggh6y7/
343,https://www.apartments.com/6580-lochleigh-ct-alexandria-va/mqp2shh/
344,https://www.apartments.com/2401-burke-ave-alexandria-va/1xvz7k4/
345,https://www.apartments.com/5500-holmes-run-pky-alexandria-va-unit-1611/9vhr805/
346,https://www.apartments.com/206-e-windsor-ave-alexandria-va-unit-302/l6lrrhf/
347,https://www.apartments.com/245-s-pickett-st-alexandria-va-unit-302/lwy41cg/
348,https://www.apartments.com/4850-eisenhower-ave-alexandria-va-unit-106/fzk76kv/
349,https://www.apartments.com/6616-sky-blue-ct-alexandria-va/leq6lxe/
350,https://www.apartments.com/680-n-armistead-st-alexandria-va/5thyn9p/
351,https://www.apartments.com/5901-mount-eagle-dr-alexandria-va-unit-1608/0q3tsk2/
352,https://www.apartments.com/14-auburn-ct-alexandria-va-unit-b/zt8rcex/
353,https://www.apartments.com/6301-hillary-ct-alexandria-va/6rg00pr/
354,https://www.apartments.com/5601-brookland-rd-alexandria-va/mwe33pk/
355,https://www.apartments.com/3310-s-28th-st-alexandria-va-unit-101/5t5gftq/
356,https://www.apartments.com/525-n-fayette-st-alexandria-va-unit-309/dnt5m3k/
357,https://www.apartments.com/2050-jamieson-ave-alexandria-va-unit-1308/m2lck9l/
358,https://www.apartments.com/6101-liverpool-ln-alexandria-va/yky5n7s/
359,https://www.apartments.com/6920-mary-caroline-cir-alexandria-va-unit-l/7dqy1fz/
