pid,station,distance,time
1347,Clarendon,2.1,5.0
1348,Clarendon,0.8,3.0
1348,Court House,0.9,3.0
1348,Virginia Square-GMU,1.3,4.0
1348,Rosslyn,1.4,4.0
1348,Ballston-MU,1.7,5.0
1349,Court House,0.6,2.0
1349,Rosslyn,1.2,3.0
1349,Clarendon,1.3,4.0
1349,Virginia Square-GMU,1.7,5.0
1349,Ballston-MU,2.1,6.0
135,None,,
1350,Clarendon,1.8,6.0
1350,Pentagon City,2.0,5.0
1350,Court House,2.0,6.0
1350,Virginia Square-GMU,2.2,8.0
1350,Ballston-MU,2.3,8.0
1351,Court House,0.5,2.0
1351,Clarendon,0.8,3.0
1351,Virginia Square-GMU,1.2,5.0
1351,Rosslyn,1.4,4.0
1351,Ballston-MU,1.6,6.0
1352,East Falls Church,1.4,4.0
1352,Ballston-MU,1.5,4.0
1352,Virginia Square-GMU,1.9,6.0
1353,Ballston-MU,0.3,1.0
1353,Virginia Square-GMU,0.6,2.0
1353,Clarendon,1.0,3.0
1353,Court House,1.6,5.0
1354,East Falls Church,1.4,4.0
1354,Ballston-MU,1.5,4.0
1354,Virginia Square-GMU,1.9,5.0
1355,East Falls Church,1.6,5.0
1355,Ballston-MU,1.7,5.0
1355,Virginia Square-GMU,2.2,6.0
1356,Court House,0.7,3.0
1356,Rosslyn,1.0,3.0
1356,Clarendon,1.6,5.0
1356,Arlington Cemetery,1.6,3.0
1356,Virginia Square-GMU,2.0,6.0
1357,Pentagon City,1.9,5.0
1357,Virginia Square-GMU,2.3,8.0
1357,Ballston-MU,2.5,8.0
1357,Clarendon,2.6,8.0
1357,Crystal City,2.7,7.0
1358,Ballston-MU,2.9,9.0
1358,Virginia Square-GMU,3.3,10.0
1359,Court House,0.3,1.0
1359,Rosslyn,1.0,2.0
1359,Clarendon,1.1,4.0
1359,Virginia Square-GMU,1.5,6.0
1359,Ballston-MU,1.9,6.0
136,None,,
1360,Clarendon,1.6,5.0
1360,Court House,1.7,5.0
1360,Pentagon City,1.8,4.0
1360,Virginia Square-GMU,1.9,6.0
1360,Arlington Cemetery,3.0,5.0
1361,East Falls Church,0.5,1.0
1361,West Falls Church,2.4,5.0
1362,Rosslyn,0.2,1.0
1362,Court House,1.0,5.0
1362,Arlington Cemetery,1.6,5.0
1362,Foggy Bottom-GWU,1.9,8.0
1362,Clarendon,2.0,7.0
1363,Court House,0.9,3.0
1363,Clarendon,1.2,4.0
1363,Rosslyn,1.5,4.0
1363,Virginia Square-GMU,1.6,5.0
1363,Ballston-MU,2.0,6.0
1364,Clarendon,0.4,1.0
1364,Virginia Square-GMU,0.5,2.0
1364,Ballston-MU,0.9,3.0
1364,Court House,1.0,3.0
1364,Rosslyn,2.2,6.0
1365,Court House,0.6,2.0
1365,Clarendon,1.0,4.0
1365,Rosslyn,1.2,2.0
1365,Virginia Square-GMU,1.8,6.0
1365,Ballston-MU,2.2,7.0
1366,East Falls Church,1.5,6.0
1366,Ballston-MU,1.6,6.0
1366,Virginia Square-GMU,2.1,7.0
1367,Court House,0.6,2.0
1367,Rosslyn,0.7,2.0
1367,Clarendon,1.5,4.0
1367,Arlington Cemetery,1.7,3.0
1367,Virginia Square-GMU,1.9,6.0
1368,Ballston-MU,1.4,5.0
1368,Virginia Square-GMU,1.9,6.0
1368,Clarendon,2.2,8.0
1368,East Falls Church,2.2,7.0
1369,Ballston-MU,0.3,1.0
1369,Virginia Square-GMU,0.5,1.0
1369,Clarendon,0.9,3.0
1369,Court House,1.5,5.0
137,None,,
1370,Court House,0.7,3.0
1370,Rosslyn,1.0,3.0
1370,Clarendon,1.6,5.0
1370,Arlington Cemetery,1.8,3.0
1370,Virginia Square-GMU,2.0,6.0
1371,Pentagon City,1.1,2.0
1371,Crystal City,1.9,4.0
1371,Pentagon,2.9,5.0
1371,Arlington Cemetery,3.6,5.0
1371,Ronald Reagan Washington National Airport,4.0,7.0
1372,Clarendon,1.8,6.0
1372,Court House,1.9,6.0
1372,Pentagon City,2.1,4.0
1372,Virginia Square-GMU,2.2,7.0
1372,Arlington Cemetery,3.3,6.0
1373,Clarendon,1.1,3.0
1373,Virginia Square-GMU,1.4,5.0
1373,Court House,1.5,5.0
1373,Ballston-MU,1.8,6.0
1373,Rosslyn,2.8,7.0
1374,East Falls Church,1.2,3.0
1374,Ballston-MU,1.6,4.0
1374,Virginia Square-GMU,2.0,6.0
1375,Ballston-MU,0.5,2.0
1375,Virginia Square-GMU,0.9,3.0
1375,Clarendon,1.4,5.0
1375,Court House,2.1,8.0
1376,Crystal City,2.0,5.0
1376,Ronald Reagan Washington National Airport,2.3,7.0
1376,Pentagon City,2.4,5.0
1376,Pentagon,4.2,8.0
1377,None,,
1378,Court House,0.4,1.0
1378,Rosslyn,1.1,3.0
1378,Clarendon,1.1,4.0
1378,Virginia Square-GMU,1.7,6.0
1378,Arlington Cemetery,2.3,5.0
1379,Ballston-MU,0.4,1.0
1379,Virginia Square-GMU,0.5,1.0
1379,Clarendon,1.0,4.0
1379,Court House,1.6,6.0
138,Braddock Road,0.5,2.0
138,King Street,1.0,3.0
138,Eisenhower Avenue,3.0,7.0
138,Huntington,3.6,9.0
1380,East Falls Church,1.5,5.0
1380,Ballston-MU,1.6,5.0
1380,Virginia Square-GMU,2.1,6.0
1381,Virginia Square-GMU,0.4,1.0
1381,Clarendon,0.7,3.0
1381,Ballston-MU,0.8,3.0
1381,Court House,1.4,5.0
1381,Rosslyn,2.9,7.0
1382,Rosslyn,0.5,2.0
1382,Court House,0.6,2.0
1382,Clarendon,1.3,5.0
1382,Virginia Square-GMU,2.0,7.0
1382,Arlington Cemetery,2.0,4.0
1383,Virginia Square-GMU,0.2,1.0
1383,Ballston-MU,0.5,2.0
1383,Clarendon,0.7,2.0
1383,Court House,1.3,5.0
1383,Rosslyn,2.9,7.0
1384,Clarendon,1.0,3.0
1384,Virginia Square-GMU,1.4,5.0
1384,Court House,1.4,5.0
1384,Ballston-MU,1.8,6.0
1384,Rosslyn,2.7,7.0
1385,Pentagon City,1.4,3.0
1385,Crystal City,2.2,6.0
1385,Arlington Cemetery,2.6,5.0
1385,Pentagon,3.2,6.0
1385,Ronald Reagan Washington National Airport,4.3,8.0
1386,Clarendon,0.3,2.0
1386,Virginia Square-GMU,0.6,2.0
1386,Court House,0.9,3.0
1386,Ballston-MU,1.0,3.0
1386,Rosslyn,2.0,6.0
1387,Virginia Square-GMU,1.0,4.0
1387,Ballston-MU,1.1,4.0
1387,Clarendon,1.5,5.0
1387,Court House,2.7,7.0
1388,Clarendon,1.7,5.0
1388,Court House,1.8,6.0
1388,Pentagon City,1.9,4.0
1388,Virginia Square-GMU,2.0,7.0
1388,Arlington Cemetery,3.1,6.0
1389,Court House,0.6,2.0
1389,Rosslyn,0.7,3.0
1389,Clarendon,1.4,4.0
1389,Arlington Cemetery,1.7,4.0
1389,Virginia Square-GMU,1.8,5.0
139,None,,
1390,East Falls Church,1.0,3.0
1390,Ballston-MU,1.8,5.0
1391,Crystal City,0.6,2.0
1391,Pentagon City,0.9,4.0
1391,Ronald Reagan Washington National Airport,1.4,5.0
1391,Pentagon,2.8,7.0
1392,Clarendon,0.8,3.0
1392,Court House,0.9,3.0
1392,Virginia Square-GMU,1.4,5.0
1392,Rosslyn,1.5,3.0
1392,Ballston-MU,1.8,5.0
1393,Ballston-MU,1.3,4.0
1393,Virginia Square-GMU,1.6,5.0
1393,Court House,2.0,6.0
1393,Clarendon,2.1,6.0
1394,Court House,0.7,2.0
1394,Clarendon,0.9,3.0
1394,Rosslyn,1.2,3.0
1394,Virginia Square-GMU,1.5,5.0
1394,Ballston-MU,1.9,6.0
1395,Ballston-MU,0.5,2.0
1395,Virginia Square-GMU,0.9,3.0
1395,Clarendon,1.3,5.0
1395,Court House,2.0,7.0
1396,Virginia Square-GMU,3.1,10.0
1396,Ballston-MU,3.1,10.0
1397,East Falls Church,1.5,5.0
1397,Ballston-MU,1.6,5.0
1397,Virginia Square-GMU,2.0,6.0
1398,Ballston-MU,3.0,9.0
1398,Virginia Square-GMU,3.2,10.0
1399,Ballston-MU,0.8,3.0
1399,Virginia Square-GMU,0.8,3.0
1399,Clarendon,1.3,5.0
1399,Court House,1.9,7.0
14,None,,
140,Van Dorn Street,3.6,10.0
1400,Crystal City,1.9,6.0
1400,Ronald Reagan Washington National Airport,2.5,8.0
1400,Pentagon City,2.9,5.0
1400,Pentagon,4.7,7.0
1401,East Falls Church,1.6,5.0
1401,Ballston-MU,1.7,5.0
1401,Virginia Square-GMU,2.1,6.0
1402,Ballston-MU,1.6,5.0
1402,Virginia Square-GMU,2.1,6.0
1402,Court House,2.5,7.0
1402,Clarendon,2.6,7.0
1403,East Falls Church,1.1,3.0
1403,Ballston-MU,1.8,5.0
1403,Virginia Square-GMU,2.3,7.0
1404,Virginia Square-GMU,1.9,7.0
1404,Ballston-MU,2.0,7.0
1404,Court House,2.1,6.0
1404,Clarendon,2.2,6.0
1404,Pentagon City,2.3,6.0
1405,Pentagon City,2.4,7.0
1405,Crystal City,3.2,9.0
1405,Pentagon,5.1,9.0
1406,Rosslyn,0.7,3.0
1406,Court House,0.9,3.0
1406,Arlington Cemetery,1.3,2.0
1406,Clarendon,1.9,5.0
1406,Foggy Bottom-GWU,2.2,5.0
1407,Ballston-MU,1.3,4.0
1407,Virginia Square-GMU,1.7,5.0
1407,Clarendon,2.0,7.0
1407,East Falls Church,2.2,7.0
1408,East Falls Church,0.6,1.0
1408,West Falls Church,2.3,5.0
1409,Virginia Square-GMU,0.1,1.0
1409,Ballston-MU,0.4,1.0
1409,Clarendon,0.7,2.0
1409,Court House,1.3,4.0
141,None,,
1410,Rosslyn,0.7,3.0
1410,Court House,1.2,5.0
1410,Arlington Cemetery,1.6,5.0
1410,Clarendon,2.0,6.0
1410,Foggy Bottom-GWU,2.2,8.0
1411,Ballston-MU,1.4,4.0
1411,Virginia Square-GMU,1.8,6.0
1411,Clarendon,2.1,7.0
1411,East Falls Church,2.1,6.0
1412,Crystal City,1.9,5.0
1412,Pentagon City,2.5,4.0
1412,Ronald Reagan Washington National Airport,2.6,8.0
1412,Pentagon,4.4,7.0
1413,Rosslyn,0.7,3.0
1413,Court House,0.9,3.0
1413,Clarendon,1.6,6.0
1413,Virginia Square-GMU,2.3,7.0
1413,Arlington Cemetery,2.4,6.0
1414,Pentagon City,2.5,7.0
1414,Crystal City,3.3,9.0
1414,Pentagon,5.2,9.0
1415,Pentagon City,1.6,3.0
1415,Clarendon,2.7,7.0
1415,Arlington Cemetery,2.8,4.0
1415,Court House,2.9,7.0
1415,Virginia Square-GMU,3.1,8.0
1416,Virginia Square-GMU,0.3,1.0
1416,Ballston-MU,0.4,1.0
1416,Clarendon,0.8,3.0
1416,Court House,1.5,5.0
1417,Virginia Square-GMU,0.1,1.0
1417,Ballston-MU,0.6,1.0
1417,Clarendon,0.7,2.0
1417,Court House,1.3,5.0
1417,Rosslyn,2.7,7.0
1418,East Falls Church,1.4,4.0
1418,Ballston-MU,2.3,7.0
1419,Clarendon,0.6,2.0
1419,Virginia Square-GMU,0.7,3.0
1419,Ballston-MU,1.1,4.0
1419,Court House,1.2,4.0
1419,Rosslyn,2.4,7.0
142,None,,
1420,Ballston-MU,1.5,5.0
1420,Virginia Square-GMU,2.0,6.0
1420,Clarendon,2.3,8.0
1420,East Falls Church,2.6,8.0
1421,Crystal City,0.4,1.0
1421,Pentagon City,0.4,2.0
1421,Ronald Reagan Washington National Airport,1.8,6.0
1421,Arlington Cemetery,2.3,5.0
1421,Pentagon,2.3,6.0
1422,None,,
1423,None,,
1424,None,,
1425,None,,
1426,None,,
1427,None,,
1428,None,,
1429,None,,
143,King Street,1.9,7.0
143,Braddock Road,2.0,6.0
143,Crystal City,2.4,8.0
143,Ronald Reagan Washington National Airport,2.7,9.0
1430,None,,
1431,None,,
1432,None,,
1433,None,,
1434,None,,
1435,None,,
1436,None,,
1437,None,,
1438,None,,
1439,None,,
144,None,,
1440,None,,
1441,None,,
1442,None,,
1443,None,,
1444,None,,
1445,None,,
1446,None,,
1447,None,,
1448,None,,
1449,None,,
145,None,,
1450,None,,
1451,None,,
1452,None,,
1453,None,,
1454,None,,
1455,None,,
1456,None,,
1457,None,,
1458,None,,
1459,None,,
146,None,,
1460,None,,
1461,None,,
1462,None,,
1463,None,,
1464,None,,
1465,None,,
1466,None,,
1467,None,,
1468,None,,
1469,None,,
147,None,,
1470,None,,
1471,None,,
1472,None,,
1473,None,,
1474,None,,
1475,None,,
1476,None,,
1477,None,,
1478,None,,
1479,None,,
148,None,,
1480,None,,
1481,None,,
1482,None,,
1483,None,,
1484,None,,
1485,None,,
1486,None,,
1487,None,,
1488,None,,
1489,None,,
149,None,,
1490,None,,
1491,None,,
1492,None,,
1493,None,,
1494,None,,
1495,None,,
1496,None,,
1497,None,,
1498,None,,
1499,None,,
15,None,,
150,King Street,1.4,8.0
150,Braddock Road,1.9,8.0
150,Eisenhower Avenue,2.7,7.0
150,Huntington,3.3,9.0
1500,None,,
1501,None,,
1502,None,,
1503,None,,
1504,None,,
1505,None,,
1506,None,,
1507,None,,
1508,None,,
1509,None,,
151,None,,
1510,None,,
1511,None,,
1512,None,,
1513,None,,
1514,None,,
1515,None,,
1516,None,,
1517,None,,
1518,None,,
1519,None,,
152,None,,
1520,None,,
1521,None,,
1522,None,,
1523,None,,
1524,None,,
1525,None,,
1526,None,,
1527,None,,
1528,None,,
1529,None,,
153,None,,
1530,None,,
1531,None,,
1532,None,,
1533,None,,
1534,None,,
1535,None,,
1536,None,,
1537,None,,
1538,None,,
1539,None,,
154,None,,
1540,None,,
1541,None,,
1542,None,,
1543,None,,
1544,None,,
1545,None,,
1546,None,,
1547,None,,
1548,None,,
1549,None,,
155,Braddock Road,1.2,6.0
155,King Street,2.0,8.0
1550,None,,
1551,None,,
1552,None,,
1553,None,,
1554,None,,
1555,None,,
1556,None,,
1557,None,,
1558,None,,
1559,None,,
156,King Street,0.3,1.0
156,Braddock Road,0.8,4.0
156,Eisenhower Avenue,1.1,4.0
156,Huntington,2.3,7.0
1560,None,,
1561,None,,
1562,None,,
1563,None,,
1564,None,,
1565,None,,
1566,None,,
1567,None,,
1568,None,,
1569,None,,
157,None,,
1570,None,,
1571,None,,
1572,None,,
1573,None,,
1574,None,,
1575,None,,
1576,None,,
1577,None,,
1578,None,,
1579,None,,
158,Huntington,1.2,5.0
158,Eisenhower Avenue,1.6,4.0
158,King Street,2.3,7.0
158,Braddock Road,2.8,10.0
1580,None,,
1581,None,,
1582,None,,
1583,None,,
1584,None,,
1585,None,,
1586,None,,
1587,None,,
1588,Greenbelt,2.9,6.0
1589,Greenbelt,3.4,7.0
159,Braddock Road,0.9,4.0
159,King Street,1.1,5.0
159,Eisenhower Avenue,3.0,8.0
159,Huntington,3.6,10.0
1590,None,,
1591,Greenbelt,3.1,6.0
1592,College Park-U Of MD,2.0,6.0
1592,Greenbelt,2.8,6.0
1593,Bethesda,0.6,3.0
1593,Medical Center,1.6,6.0
1593,Friendship Heights,1.7,5.0
1594,Bethesda,1.6,5.0
1594,Friendship Heights,2.5,7.0
1595,Bethesda,0.4,1.0
1595,Medical Center,1.2,4.0
1595,Friendship Heights,2.0,6.0
1596,Medical Center,0.5,8.0
1596,Bethesda,0.7,13.0
1597,Bethesda,0.6,11.0
1597,Medical Center,0.7,13.0
1598,Bethesda,0.3,6.0
1598,Medical Center,0.9,16.0
1599,Medical Center,0.5,9.0
1599,Bethesda,0.5,10.0
16,Prince George's Plaza,1.8,6.0
16,West Hyattsville,2.2,7.0
16,Fort Totten,2.9,9.0
160,None,,
1600,None,,
1601,Bethesda,0.5,10.0
1601,Medical Center,0.7,13.0
1602,None,,
1603,Friendship Heights,1.9,6.0
1603,Tenleytown-AU,2.3,7.0
1603,Bethesda,2.7,9.0
1604,Bethesda,0.3,1.0
1604,Medical Center,1.2,4.0
1604,Friendship Heights,2.0,6.0
1605,None,,
1606,White Flint,2.2,6.0
1606,Grosvenor-Strathmore,2.6,6.0
1607,Bethesda,0.4,2.0
1607,Medical Center,1.5,6.0
1607,Friendship Heights,1.6,5.0
1608,Bethesda,0.5,9.0
1608,Medical Center,0.6,10.0
1609,Bethesda,0.9,4.0
1609,Friendship Heights,1.5,4.0
1609,Medical Center,1.9,7.0
161,Van Dorn Street,0.5,9.0
1610,Medical Center,0.5,10.0
1610,Bethesda,0.5,10.0
1611,Friendship Heights,0.2,1.0
1611,Tenleytown-AU,1.1,4.0
1611,Bethesda,1.7,6.0
1611,Van Ness-UDC,2.1,9.0
1612,Bethesda,0.7,14.0
1612,Medical Center,0.8,15.0
1613,Bethesda,0.6,1.0
1613,Medical Center,1.7,5.0
1613,Friendship Heights,2.4,7.0
1614,Bethesda,0.2,1.0
1614,Medical Center,0.9,3.0
1614,Friendship Heights,2.0,7.0
1615,Friendship Heights,1.7,6.0
1615,Tenleytown-AU,2.1,6.0
1615,Bethesda,2.6,8.0
1616,None,,
1617,Bethesda,0.4,1.0
1617,Medical Center,1.0,3.0
1617,Friendship Heights,2.0,6.0
1618,Bethesda,0.7,4.0
1618,Friendship Heights,1.5,5.0
1618,Medical Center,1.7,7.0
1619,Grosvenor-Strathmore,1.4,4.0
1619,Medical Center,1.4,3.0
162,None,,
1620,Medical Center,0.6,11.0
1620,Bethesda,0.7,13.0
1621,Bethesda,0.4,3.0
1621,Medical Center,1.5,6.0
1621,Friendship Heights,1.5,5.0
1622,Grosvenor-Strathmore,1.1,5.0
1622,White Flint,2.5,9.0
1623,None,,
1624,None,,
1625,None,,
1626,Friendship Heights,1.8,6.0
1626,Tenleytown-AU,2.2,7.0
1626,Bethesda,2.6,9.0
1627,Bethesda,0.6,2.0
1627,Medical Center,1.3,5.0
1627,Friendship Heights,2.2,7.0
1628,Grosvenor-Strathmore,1.1,5.0
1628,White Flint,2.5,9.0
1629,Bethesda,0.6,3.0
1629,Friendship Heights,1.3,3.0
1629,Medical Center,1.7,6.0
163,Van Dorn Street,5.3,11.0
1630,Bethesda,0.9,4.0
1630,Friendship Heights,1.5,4.0
1630,Medical Center,1.9,7.0
1631,Bethesda,0.6,2.0
1631,Medical Center,1.3,5.0
1631,Friendship Heights,1.9,6.0
1632,Grosvenor-Strathmore,1.4,4.0
1632,Medical Center,1.5,4.0
1633,None,,
1634,None,,
1635,None,,
1636,None,,
1637,None,,
1638,None,,
1639,Medical Center,1.0,2.0
1639,Grosvenor-Strathmore,1.4,4.0
1639,Bethesda,2.1,5.0
164,None,,
1640,Medical Center,0.5,10.0
1640,Bethesda,0.9,18.0
1641,None,,
1642,None,,
1643,None,,
1644,None,,
1645,None,,
1646,Friendship Heights,3.5,10.0
1647,None,,
1648,None,,
1649,None,,
165,None,,
1650,None,,
1651,None,,
1652,None,,
1653,Grosvenor-Strathmore,1.6,6.0
1653,Medical Center,1.7,5.0
1654,None,,
1655,Bethesda,2.5,9.0
1656,None,,
1657,None,,
1658,None,,
1659,Grosvenor-Strathmore,1.1,5.0
1659,White Flint,2.5,9.0
166,None,,
1660,None,,
1661,None,,
1662,None,,
1663,Bethesda,0.4,3.0
1663,Medical Center,1.5,7.0
1663,Friendship Heights,1.6,6.0
1664,None,,
1665,None,,
1666,Medical Center,2.7,8.0
1667,None,,
1668,None,,
1669,None,,
167,King Street,0.8,4.0
167,Eisenhower Avenue,1.3,4.0
167,Huntington,1.8,5.0
167,Braddock Road,1.8,9.0
1670,Grosvenor-Strathmore,1.1,5.0
1670,White Flint,2.5,9.0
1671,Grosvenor-Strathmore,1.1,5.0
1671,White Flint,2.5,9.0
1672,None,,
1673,None,,
1674,None,,
1675,None,,
1676,None,,
1677,None,,
1678,None,,
1679,None,,
168,None,,
1680,None,,
1681,None,,
1682,None,,
1683,None,,
1684,None,,
1685,Bethesda,0.1,1.0
1685,Medical Center,1.0,3.0
1685,Friendship Heights,1.9,6.0
1686,Bethesda,0.3,6.0
1686,Medical Center,0.8,14.0
1687,None,,
1688,None,,
1689,None,,
169,None,,
1690,None,,
1691,None,,
1692,None,,
1693,None,,
1694,None,,
1695,None,,
1696,None,,
1697,None,,
1698,None,,
1699,None,,
17,Prince George's Plaza,1.9,5.0
17,College Park-U Of MD,2.5,9.0
170,None,,
1700,None,,
1701,None,,
1702,None,,
1703,Grosvenor-Strathmore,1.1,5.0
1703,White Flint,2.5,9.0
1704,None,,
1705,None,,
1706,None,,
1707,None,,
1708,Bethesda,0.7,4.0
1708,Friendship Heights,1.5,5.0
1708,Medical Center,1.8,7.0
1709,Bethesda,0.8,4.0
1709,Friendship Heights,1.6,5.0
1709,Medical Center,1.9,7.0
171,None,,
1710,None,,
1711,None,,
1712,None,,
1713,None,,
1714,None,,
1715,None,,
1716,None,,
1717,None,,
1718,None,,
1719,None,,
172,None,,
1720,None,,
1721,None,,
1722,None,,
1723,None,,
1724,Bethesda,0.8,4.0
1724,Friendship Heights,1.6,5.0
1724,Medical Center,1.9,7.0
1725,None,,
1726,Medical Center,0.8,16.0
1726,Bethesda,0.9,17.0
1727,Medical Center,0.7,14.0
1727,Bethesda,0.9,16.0
1728,None,,
1729,None,,
173,Pentagon City,2.9,4.0
1730,Bethesda,0.4,2.0
1730,Medical Center,1.1,4.0
1730,Friendship Heights,2.1,7.0
1731,None,,
1732,Grosvenor-Strathmore,1.1,5.0
1732,White Flint,2.5,9.0
1733,None,,
1734,None,,
1735,None,,
1736,None,,
1737,None,,
1738,None,,
1739,None,,
174,None,,
1740,None,,
1741,None,,
1742,None,,
1743,None,,
1744,None,,
1745,None,,
1746,None,,
1747,None,,
1748,None,,
1749,None,,
175,None,,
1750,Grosvenor-Strathmore,1.1,5.0
1750,White Flint,2.5,9.0
1751,None,,
1752,None,,
1753,Grosvenor-Strathmore,1.1,5.0
1753,White Flint,2.5,9.0
1754,None,,
1755,Bethesda,0.5,1.0
1755,Medical Center,1.5,4.0
1755,Friendship Heights,2.2,7.0
1756,None,,
1757,None,,
1758,Grosvenor-Strathmore,1.1,5.0
1758,White Flint,2.5,9.0
1759,Bethesda,0.7,3.0
1759,Friendship Heights,1.3,4.0
1759,Medical Center,1.8,7.0
176,None,,
1760,None,,
1761,None,,
1762,None,,
1763,None,,
1764,None,,
1765,Bethesda,0.9,4.0
1765,Friendship Heights,1.5,4.0
1765,Medical Center,1.9,7.0
1766,Bethesda,0.1,1.0
1766,Medical Center,1.2,3.0
1766,Friendship Heights,1.9,6.0
1767,None,,
1768,Bethesda,0.5,2.0
1768,Medical Center,1.5,6.0
1768,Friendship Heights,1.5,4.0
1769,Medical Center,0.6,12.0
1769,Bethesda,0.8,14.0
177,None,,
1770,None,,
1771,None,,
1772,None,,
1773,Bethesda,0.3,2.0
1773,Medical Center,1.3,5.0
1773,Friendship Heights,1.8,6.0
1774,Grosvenor-Strathmore,3.1,7.0
1775,Bethesda,0.3,2.0
1775,Medical Center,1.3,5.0
1775,Friendship Heights,1.8,6.0
1776,Bethesda,0.3,6.0
1776,Medical Center,0.8,14.0
1777,Bethesda,0.5,9.0
1777,Medical Center,0.6,11.0
1778,Bethesda,0.5,2.0
1778,Medical Center,1.3,4.0
1778,Friendship Heights,2.2,7.0
1779,Bethesda,0.5,3.0
1779,Friendship Heights,1.4,5.0
1779,Medical Center,1.5,6.0
178,None,,
1780,Bethesda,0.6,12.0
1780,Medical Center,0.7,13.0
1781,Bethesda,0.1,1.0
1781,Medical Center,1.0,3.0
1781,Friendship Heights,1.9,6.0
1782,None,,
1783,Bethesda,0.2,1.0
1783,Medical Center,1.1,3.0
1783,Friendship Heights,2.0,6.0
1784,Bethesda,2.0,7.0
1784,Friendship Heights,3.1,9.0
1785,Bethesda,0.4,7.0
1785,Medical Center,0.8,15.0
1786,Bethesda,0.1,1.0
1786,Medical Center,1.0,3.0
1786,Friendship Heights,1.9,6.0
1787,Bethesda,0.8,4.0
1787,Friendship Heights,1.5,4.0
1787,Medical Center,1.9,7.0
1788,None,,
1789,Bethesda,0.2,1.0
1789,Medical Center,1.0,3.0
1789,Friendship Heights,1.9,6.0
179,None,,
1790,Bethesda,0.1,1.0
1790,Medical Center,1.0,3.0
1790,Friendship Heights,1.9,6.0
1791,None,,
1792,Bethesda,0.2,1.0
1792,Medical Center,1.0,3.0
1792,Friendship Heights,1.9,6.0
1793,Bethesda,0.2,1.0
1793,Medical Center,1.3,5.0
1793,Friendship Heights,1.8,5.0
1794,Bethesda,0.2,1.0
1794,Medical Center,1.0,3.0
1794,Friendship Heights,1.9,6.0
1795,None,,
1796,Bethesda,0.4,1.0
1796,Medical Center,1.5,4.0
1796,Friendship Heights,2.2,7.0
1797,Bethesda,0.3,6.0
1797,Medical Center,0.9,16.0
1798,Bethesda,0.4,2.0
1798,Medical Center,1.5,6.0
1798,Friendship Heights,1.5,4.0
1799,None,,
18,Fort Totten,1.2,4.0
18,Takoma,1.7,6.0
18,West Hyattsville,2.5,8.0
180,None,,
1800,Bethesda,0.5,9.0
1800,Medical Center,0.6,10.0
1801,Bethesda,0.5,1.0
1801,Medical Center,1.0,3.0
1801,Friendship Heights,2.1,7.0
1802,Bethesda,0.4,7.0
1802,Medical Center,0.7,13.0
1803,Bethesda,0.2,1.0
1803,Medical Center,1.1,3.0
1803,Friendship Heights,1.9,6.0
1804,Bethesda,0.2,1.0
1804,Medical Center,1.0,3.0
1804,Friendship Heights,1.9,6.0
1805,Bethesda,0.4,1.0
1805,Medical Center,1.5,4.0
1805,Friendship Heights,2.2,7.0
1806,None,,
1807,Bethesda,0.6,3.0
1807,Friendship Heights,1.4,5.0
1807,Medical Center,1.6,7.0
1808,Landover,2.8,8.0
1808,Cheverly,4.0,7.0
1809,Deanwood,2.6,7.0
1809,Cheverly,4.5,8.0
181,None,,
1810,Cheverly,3.8,7.0
1811,Landover,2.6,8.0
1811,Cheverly,3.8,6.0
1812,Landover,2.8,8.0
1812,Cheverly,3.8,7.0
1813,None,,
1814,Landover,2.9,8.0
1814,Cheverly,4.1,7.0
1815,None,,
1816,Cheverly,4.0,7.0
1817,None,,
1818,Landover,3.5,11.0
1819,Landover,3.1,9.0
182,None,,
1820,Landover,3.1,9.0
1820,Cheverly,4.2,8.0
1821,Landover,3.4,10.0
1822,Cheverly,3.9,7.0
1823,Deanwood,2.4,6.0
1823,Cheverly,3.4,7.0
1824,Cheverly,4.0,7.0
1825,None,,
1826,Deanwood,2.3,6.0
1826,Cheverly,3.9,7.0
1827,None,,
1828,None,,
1829,Largo Town Center,3.0,7.0
183,None,,
1830,None,,
1831,None,,
1832,None,,
1833,None,,
1834,Largo Town Center,1.8,6.0
1835,None,,
1836,None,,
1837,None,,
1838,None,,
1839,None,,
184,Huntington,4.6,10.0
1840,None,,
1841,None,,
1842,None,,
1843,None,,
1844,None,,
1845,None,,
1846,None,,
1847,None,,
1848,None,,
1849,None,,
185,Huntington,4.6,10.0
1850,None,,
1851,None,,
1852,None,,
1853,None,,
1854,None,,
1855,None,,
1856,None,,
1857,None,,
1858,None,,
1859,None,,
186,None,,
1860,None,,
1861,None,,
1862,None,,
1863,None,,
1864,None,,
1865,None,,
1866,None,,
1867,None,,
1868,None,,
1869,None,,
187,None,,
1870,None,,
1871,None,,
1872,None,,
1873,None,,
1874,None,,
1875,None,,
1876,None,,
1877,None,,
1878,None,,
1879,None,,
188,Pentagon City,2.9,4.0
188,Crystal City,3.7,7.0
1880,None,,
1881,None,,
1882,None,,
1883,None,,
1884,None,,
1885,None,,
1886,None,,
1887,None,,
1888,None,,
1889,None,,
189,None,,
1890,None,,
1891,None,,
1892,West Hyattsville,1.8,7.0
1892,Prince George's Plaza,2.8,9.0
1893,None,,
1894,West Hyattsville,1.9,7.0
1894,Prince George's Plaza,2.8,9.0
1895,None,,
1896,West Hyattsville,2.2,9.0
