pid,beds,baths,minrent,maxrent,minsqft,maxsqft
5620,1.0,1.0,1540.0,1540.0,949.0,949.0
5620,1.0,1.0,1590.0,1590.0,821.0,821.0
5620,1.0,1.0,1565.0,1640.0,861.0,861.0
5620,2.0,1.0,1540.0,1540.0,1080.0,1080.0
5620,2.0,1.0,1670.0,1670.0,1035.0,1035.0
5620,2.0,1.0,1735.0,1800.0,984.0,984.0
5620,2.0,2.0,1735.0,1735.0,984.0,984.0
5620,2.0,2.0,1905.0,2030.0,1178.0,1178.0
5620,2.0,2.0,1840.0,1840.0,1196.0,1196.0
5620,2.0,2.0,1570.0,1570.0,1125.0,1125.0
5621,1.0,1.0,1315.0,1315.0,944.0,944.0
5621,2.0,1.5,1505.0,1540.0,1129.0,1129.0
5621,2.0,2.0,1535.0,1535.0,1098.0,1098.0
5621,3.0,2.0,1867.0,2088.0,1386.0,1386.0
5622,1.0,1.0,1649.0,2046.0,601.0,601.0
5622,1.0,1.0,1649.0,1649.0,601.0,601.0
5622,1.0,1.0,1744.0,2160.0,622.0,622.0
5622,1.0,1.0,1744.0,1744.0,622.0,622.0
5622,1.0,1.0,1851.0,2247.0,718.0,718.0
5622,1.0,1.0,1851.0,1851.0,718.0,718.0
5622,1.0,1.0,1851.0,2331.0,748.0,748.0
5622,1.0,1.0,1851.0,1851.0,748.0,748.0
5622,1.0,1.0,1896.0,1896.0,748.0,748.0
5622,1.0,1.0,2043.0,2573.0,802.0,802.0
5622,1.0,1.0,2098.0,2098.0,802.0,802.0
5622,1.0,1.0,2053.0,2487.0,742.0,742.0
5622,1.0,1.0,2053.0,2053.0,742.0,742.0
5622,1.0,1.0,1760.0,2123.0,668.0,668.0
5622,1.0,1.0,1760.0,1760.0,668.0,668.0
5622,1.0,1.0,2043.0,2043.0,802.0,802.0
5622,1.0,1.0,1851.0,2279.0,748.0,748.0
5622,1.0,1.0,1851.0,1851.0,748.0,748.0
5622,1.0,1.0,1765.0,2128.0,682.0,682.0
5622,1.0,1.0,1765.0,1765.0,682.0,682.0
5622,1.0,1.0,1891.0,1891.0,748.0,748.0
5622,1.0,1.0,2098.0,2098.0,802.0,802.0
5622,1.0,1.0,2178.0,2557.0,865.0,865.0
5622,1.0,1.0,2178.0,2178.0,865.0,865.0
5622,1.0,1.0,1725.0,2036.0,670.0,670.0
5622,1.0,1.0,1725.0,1725.0,670.0,670.0
5622,1.0,1.0,1710.0,2021.0,647.0,647.0
5622,1.0,1.0,1710.0,1710.0,647.0,647.0
5622,1.0,1.0,1906.0,1906.0,748.0,748.0
5622,1.0,1.0,1835.0,2130.0,690.0,690.0
5622,1.0,1.0,1835.0,1835.0,690.0,690.0
5622,1.0,1.0,1896.0,1896.0,748.0,748.0
5622,1.0,1.0,1498.0,1859.0,495.0,495.0
5622,1.0,1.0,1529.0,1802.0,529.0,529.0
5622,1.0,1.0,1640.0,1640.0,530.0,530.0
5622,1.0,1.0,1676.0,2096.0,547.0,547.0
5622,1.0,1.0,1720.0,1966.0,643.0,643.0
5622,1.0,1.0,1727.0,1892.0,708.0,708.0
5622,1.0,1.0,1738.0,2108.0,700.0,700.0
5622,1.0,1.0,1765.0,2226.0,663.0,663.0
5622,1.0,1.0,1809.0,2095.0,658.0,658.0
5622,1.0,1.0,1838.0,2088.0,745.0,745.0
5622,1.0,1.0,1839.0,2320.0,718.0,718.0
5622,1.0,1.0,1881.0,2156.0,738.0,738.0
5622,1.0,1.0,1886.0,2249.0,790.0,790.0
5622,1.0,1.0,1891.0,2333.0,689.0,689.0
5622,1.0,1.0,1921.0,2272.0,674.0,674.0
5622,1.0,1.0,1962.0,2199.0,796.0,796.0
5622,1.0,1.0,2171.0,2510.0,877.0,877.0
5622,1.0,1.0,2184.0,2485.0,847.0,847.0
5622,2.0,2.0,2550.0,2929.0,1047.0,1047.0
5622,2.0,2.0,2550.0,2550.0,1047.0,1047.0
5622,2.0,2.0,2559.0,3036.0,1078.0,1078.0
5622,2.0,2.0,2559.0,2559.0,1078.0,1078.0
5622,2.0,2.0,2584.0,2975.0,1099.0,1099.0
5622,2.0,2.0,2584.0,2584.0,1099.0,1099.0
5622,2.0,2.0,2867.0,3234.0,1142.0,1142.0
5622,2.0,2.0,2867.0,2867.0,1142.0,1142.0
5622,2.0,2.0,2689.0,3186.0,1104.0,1104.0
5622,2.0,2.0,2689.0,2689.0,1104.0,1104.0
5622,2.0,2.0,2574.0,2574.0,1078.0,1078.0
5622,2.0,2.0,2316.0,2648.0,1017.0,1017.0
5622,2.0,2.0,2404.0,2827.0,1114.0,1114.0
5622,2.0,2.0,2421.0,2810.0,1027.0,1027.0
5622,2.0,2.0,2450.0,2911.0,1113.0,1113.0
5622,2.0,2.0,2483.0,2845.0,1118.0,1118.0
5622,2.0,2.0,2622.0,3131.0,1071.0,1071.0
5622,2.0,2.0,2626.0,2853.0,1120.0,1120.0
5622,2.0,2.0,2643.0,3120.0,1213.0,1213.0
5622,2.0,2.0,2774.0,3350.0,1143.0,1143.0
5622,2.0,2.0,2830.0,3380.0,1247.0,1247.0
5622,2.0,2.0,3085.0,3747.0,1257.0,1257.0
5623,1.0,1.0,1304.0,1641.0,531.0,531.0
5623,1.0,1.0,1351.0,2106.0,659.0,659.0
5623,1.0,1.0,1528.0,2024.0,734.0,734.0
5623,2.0,1.0,1495.0,2202.0,875.0,875.0
5623,2.0,2.0,1702.0,1742.0,930.0,930.0
5623,2.0,2.0,1821.0,2370.0,1000.0,1000.0
5623,2.0,2.0,1885.0,2673.0,1025.0,1025.0
5624,1.0,1.0,1211.0,1266.0,787.0,787.0
5624,1.0,1.0,1293.0,1428.0,960.0,960.0
5624,2.0,2.0,1447.0,1507.0,998.0,998.0
5624,2.0,2.0,1743.0,1743.0,1171.0,1171.0
5624,3.0,2.0,1759.0,1764.0,1189.0,1189.0
5625,0.0,1.0,1225.0,1787.0,470.0,470.0
5625,1.0,1.0,1482.0,2157.0,630.0,630.0
5625,1.0,1.0,1539.0,1639.0,720.0,720.0
5625,2.0,1.0,1530.0,2284.0,860.0,860.0
5625,2.0,2.0,2367.0,2629.0,1100.0,1100.0
5625,3.0,1.0,1717.0,2426.0,1100.0,1100.0
5625,3.0,1.5,1990.0,2763.0,1100.0,1100.0
5625,3.0,2.0,1815.0,2913.0,1100.0,1100.0
5626,0.0,1.0,1245.0,1355.0,560.0,560.0
5626,1.0,1.0,1460.0,1575.0,800.0,800.0
5626,2.0,1.0,1790.0,1800.0,1162.0,1162.0
5626,2.0,2.0,1735.0,2070.0,1188.0,1188.0
5626,3.0,2.0,2290.0,2425.0,1340.0,1340.0
5627,1.0,1.0,1262.0,1301.0,787.0,787.0
5627,2.0,2.0,1468.0,1643.0,998.0,998.0
5627,3.0,2.0,1781.0,1781.0,1189.0,1189.0
5628,1.0,1.0,1120.0,1470.0,750.0,750.0
5628,2.0,1.0,1315.0,1860.0,860.0,860.0
5628,2.0,1.5,1410.0,2040.0,990.0,990.0
5628,2.0,2.0,1605.0,2690.0,1000.0,1000.0
5628,3.0,1.5,1695.0,2440.0,1110.0,1110.0
5628,3.0,2.0,1690.0,2450.0,1215.0,1215.0
5629,1.0,1.0,1520.0,3340.0,800.0,800.0
5629,1.0,1.0,1636.0,2756.0,812.0,812.0
5629,1.0,1.0,1768.0,2311.0,984.0,984.0
5629,1.0,1.0,,,685.0,685.0
5629,1.0,1.0,,,633.0,633.0
5629,1.0,1.0,,,856.0,856.0
5629,1.0,1.0,,,844.0,844.0
5629,1.0,1.0,,,706.0,706.0
5629,1.0,1.0,,,633.0,633.0
5629,2.0,1.0,1924.0,2519.0,1037.0,1037.0
5629,2.0,1.0,,,1013.0,1013.0
5629,2.0,1.5,,,1026.0,1026.0
5629,2.0,1.5,,,1311.0,1311.0
5629,2.0,2.0,1981.0,2548.0,1088.0,1088.0
5629,2.0,2.0,2014.0,2686.0,1224.0,1224.0
5629,2.0,2.0,,,1485.0,1485.0
5629,2.0,2.0,,,1275.0,1275.0
5629,3.0,2.5,,,2200.0,2200.0
5630,1.0,1.0,1344.0,2009.0,692.0,692.0
5630,1.0,1.0,1384.0,1859.0,692.0,692.0
5630,1.0,1.0,1344.0,1880.0,692.0,692.0
5630,1.0,1.0,1389.0,2009.0,692.0,692.0
5630,1.0,1.0,1384.0,2002.0,692.0,692.0
5630,2.0,2.0,1584.0,2337.0,995.0,995.0
5630,2.0,2.0,1632.0,2207.0,995.0,995.0
5630,2.0,2.0,1721.0,2415.0,1018.0,1018.0
5630,2.0,2.0,1721.0,2415.0,1018.0,1018.0
5630,2.0,2.0,1630.0,2276.0,995.0,995.0
5630,2.0,2.0,1640.0,2311.0,995.0,995.0
5630,2.0,2.0,1614.0,2337.0,995.0,995.0
5630,2.0,2.0,1584.0,2295.0,995.0,995.0
5631,1.0,1.0,998.0,998.0,535.0,535.0
5631,2.0,1.0,1163.0,1198.0,745.0,745.0
5631,3.0,1.0,1458.0,1458.0,830.0,830.0
5632,0.0,1.0,,,,
5632,1.0,1.0,1061.0,1098.0,670.0,670.0
5632,2.0,1.0,1288.0,1356.0,805.0,805.0
5632,2.0,1.0,1378.0,1378.0,800.0,800.0
5632,3.0,1.0,1741.0,1741.0,970.0,970.0
5633,0.0,1.0,1098.0,1098.0,610.0,610.0
5633,1.0,1.0,1283.0,1497.0,800.0,800.0
5633,2.0,2.0,1453.0,1488.0,1080.0,1080.0
5633,2.0,2.5,1998.0,1998.0,1735.0,1735.0
5633,3.0,2.0,2117.0,2180.0,1400.0,1400.0
5633,3.0,2.5,1992.0,2032.0,1490.0,1490.0
5633,4.0,3.0,2464.0,2464.0,1745.0,1745.0
5633,4.0,3.5,2217.0,2622.0,1775.0,1775.0
5634,0.0,1.0,1284.0,1284.0,390.0,390.0
5634,1.0,1.0,1298.0,1298.0,670.0,670.0
5634,2.0,1.0,1538.0,1720.0,810.0,810.0
5635,1.0,1.0,1212.0,1242.0,660.0,660.0
5635,2.0,1.0,1408.0,1468.0,810.0,810.0
5635,2.0,1.5,1478.0,1478.0,800.0,800.0
5636,1.0,1.0,1438.0,1438.0,880.0,880.0
5636,2.0,1.0,1598.0,1779.0,975.0,975.0
5636,3.0,2.0,1998.0,1998.0,1320.0,1320.0
5637,1.0,1.0,1245.0,1345.0,700.0,700.0
5637,1.0,1.0,1270.0,1360.0,625.0,625.0
5637,1.0,1.0,1285.0,1290.0,778.0,778.0
5637,1.0,1.0,1220.0,1300.0,528.0,528.0
5637,1.0,1.0,1345.0,1375.0,778.0,778.0
5637,2.0,1.0,1540.0,1615.0,880.0,880.0
5637,2.0,1.0,1545.0,1650.0,889.0,889.0
5637,2.0,1.0,1585.0,1710.0,1024.0,1024.0
5637,2.0,1.0,1615.0,1690.0,1025.0,1025.0
5637,2.0,1.0,1560.0,1565.0,980.0,980.0
5637,3.0,1.5,2040.0,2115.0,1352.0,1352.0
5638,1.0,1.0,1310.0,1360.0,820.0,820.0
5638,1.0,1.0,1320.0,1370.0,820.0,820.0
5638,1.0,1.0,1415.0,1465.0,999.0,999.0
5638,1.0,1.0,1285.0,1385.0,820.0,820.0
5638,2.0,1.0,1540.0,1590.0,1035.0,1035.0
5638,2.0,1.0,1655.0,1715.0,1035.0,1035.0
5638,2.0,2.0,1535.0,1685.0,1035.0,1035.0
5638,2.0,2.0,1575.0,1725.0,1150.0,1150.0
5638,3.0,2.0,1945.0,2005.0,1248.0,1248.0
5639,1.0,1.0,1299.0,1389.0,715.0,715.0
5639,1.0,1.0,1299.0,1299.0,715.0,715.0
5639,1.0,1.0,1389.0,1399.0,860.0,860.0
5639,1.0,1.0,1389.0,1389.0,860.0,860.0
5639,1.0,1.0,1399.0,1399.0,860.0,860.0
5639,1.0,1.0,1399.0,1399.0,860.0,860.0
5639,1.0,1.0,1299.0,1299.0,715.0,715.0
5639,1.0,1.0,1319.0,1319.0,715.0,715.0
5639,1.0,1.0,1399.0,1399.0,860.0,860.0
5639,1.0,1.0,1319.0,1319.0,715.0,715.0
5639,1.0,1.0,1399.0,1399.0,860.0,860.0
5639,1.0,1.0,1309.0,1309.0,715.0,715.0
5639,2.0,1.0,1479.0,1539.0,930.0,930.0
5639,2.0,1.0,1479.0,1479.0,930.0,930.0
5639,2.0,1.0,1479.0,1479.0,930.0,930.0
5639,2.0,1.0,1509.0,1509.0,930.0,930.0
5639,2.0,1.0,1529.0,1529.0,930.0,930.0
5639,2.0,1.0,1539.0,1539.0,930.0,930.0
5639,2.0,2.0,1599.0,1689.0,1129.0,1129.0
5639,2.0,2.0,1599.0,1599.0,1129.0,1129.0
5639,2.0,2.0,1619.0,1619.0,1129.0,1129.0
5639,2.0,2.0,1599.0,1599.0,1129.0,1129.0
5639,2.0,2.0,1609.0,1609.0,1129.0,1129.0
5639,2.0,2.0,1639.0,1639.0,1129.0,1129.0
5639,3.0,2.0,1949.0,1949.0,1374.0,1374.0
5639,3.0,2.0,1949.0,1949.0,1374.0,1374.0
5639,3.0,2.0,1969.0,1999.0,1556.0,1556.0
5639,3.0,2.0,1969.0,1969.0,1556.0,1556.0
5639,3.0,2.0,1999.0,1999.0,1556.0,1556.0
5639,3.0,2.0,1949.0,1949.0,1374.0,1374.0
5639,3.0,2.0,1979.0,1979.0,1556.0,1556.0
5640,1.0,1.0,1370.0,1475.0,665.0,665.0
5640,1.0,1.0,1475.0,1475.0,965.0,965.0
5640,1.0,1.0,1370.0,1370.0,665.0,665.0
5640,2.0,2.0,1750.0,1865.0,1150.0,1150.0
5640,2.0,2.0,1775.0,1775.0,1150.0,1150.0
5640,2.0,2.0,1775.0,1775.0,1150.0,1150.0
5640,3.0,2.0,2140.0,2140.0,1465.0,1465.0
5641,1.0,1.0,1245.0,1875.0,804.0,804.0
5641,2.0,1.0,1598.0,2030.0,977.0,977.0
5641,2.0,2.0,1468.0,2020.0,1007.0,1007.0
5641,3.0,2.0,,,1181.0,1181.0
5642,2.0,1.0,1560.0,1560.0,953.0,953.0
5642,3.0,1.0,1815.0,1815.0,1010.0,1010.0
5643,1.0,1.0,1755.0,2070.0,827.0,827.0
5643,1.0,1.0,1760.0,1975.0,864.0,864.0
5643,1.0,1.0,1755.0,1795.0,780.0,780.0
5643,1.0,1.0,1755.0,1795.0,827.0,827.0
5643,2.0,2.0,2033.0,2348.0,1142.0,1142.0
5643,2.0,2.0,2245.0,2245.0,1215.0,1215.0
5644,0.0,1.0,925.0,925.0,800.0,800.0
5644,1.0,1.0,925.0,1205.0,850.0,850.0
5644,1.0,1.0,925.0,1250.0,850.0,850.0
5644,2.0,1.0,1200.0,1390.0,1050.0,1050.0
5644,2.0,1.0,1200.0,1390.0,1100.0,1100.0
5644,2.0,2.0,1290.0,1634.0,1450.0,1450.0
5644,2.0,2.0,1300.0,1445.0,1100.0,1100.0
5644,2.0,2.0,1300.0,1445.0,1150.0,1150.0
5644,3.0,2.0,1585.0,1805.0,1475.0,1475.0
5645,1.0,1.0,1090.0,1399.0,800.0,800.0
5645,1.0,1.0,1200.0,1200.0,800.0,800.0
5645,2.0,1.5,1250.0,1699.0,1050.0,1050.0
5645,2.0,1.5,1395.0,1395.0,1050.0,1050.0
5645,2.0,1.5,1395.0,1395.0,1050.0,1050.0
5645,3.0,2.0,1550.0,1900.0,1300.0,1300.0
5645,3.0,2.0,1599.0,1599.0,1300.0,1300.0
5645,3.0,2.0,1599.0,1599.0,1300.0,1300.0
5646,1.0,1.0,1275.0,1275.0,840.0,840.0
5646,2.0,2.0,1499.0,1550.0,1050.0,1050.0
5646,3.0,2.0,1750.0,1750.0,1300.0,1300.0
5647,1.0,1.0,1295.0,1315.0,748.0,748.0
5647,2.0,2.0,1515.0,1615.0,948.0,948.0
5647,2.0,2.0,1575.0,1675.0,1062.0,1062.0
5647,3.0,2.0,1725.0,1825.0,1138.0,1138.0
5648,1.0,1.0,1435.0,1570.0,895.0,895.0
5648,1.0,1.0,1580.0,1580.0,950.0,950.0
5648,2.0,2.0,1470.0,1470.0,921.0,921.0
5648,2.0,2.0,1505.0,1565.0,1079.0,1079.0
5648,2.0,2.0,1650.0,1650.0,1009.0,1009.0
5649,1.0,1.0,1340.0,1340.0,623.0,623.0
5649,1.0,1.0,1290.0,1290.0,554.0,554.0
5649,1.0,1.0,1390.0,1390.0,705.0,705.0
5649,2.0,1.0,1600.0,1600.0,828.0,828.0
5649,2.0,1.0,1650.0,1650.0,897.0,897.0
5649,3.0,1.5,1950.0,1950.0,1165.0,1165.0
5650,0.0,1.0,1530.0,1625.0,458.0,458.0
5650,0.0,1.0,1645.0,1745.0,478.0,478.0
5650,1.0,1.0,1825.0,1920.0,698.0,698.0
5650,1.0,1.0,2110.0,2205.0,826.0,826.0
5650,1.0,1.0,1694.0,1825.0,688.0,688.0
5650,1.0,1.0,1738.0,1818.0,726.0,726.0
5650,1.0,1.0,1745.0,1825.0,735.0,735.0
5650,1.0,1.0,1823.0,1903.0,693.0,693.0
5650,1.0,1.0,2060.0,2155.0,812.0,812.0
5650,1.0,1.0,2125.0,2215.0,815.0,815.0
5650,2.0,2.0,2438.0,2518.0,1016.0,1016.0
5650,2.0,2.0,2540.0,2620.0,1032.0,1032.0
5651,2.0,1.0,1350.0,1350.0,950.0,950.0
5651,2.0,2.0,1845.0,1845.0,1100.0,1100.0
5651,3.0,2.0,1995.0,1995.0,1300.0,1300.0
5651,3.0,2.0,1600.0,1600.0,1100.0,1100.0
5651,3.0,2.5,2045.0,2045.0,1325.0,1325.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,1.0,1.0,1195.0,1195.0,800.0,800.0
5652,2.0,2.0,1500.0,1625.0,1000.0,1000.0
5652,3.0,2.0,1585.0,1585.0,1105.0,1105.0
5652,3.0,2.0,1585.0,1585.0,1105.0,1105.0
5652,3.0,2.0,1585.0,1585.0,1105.0,1105.0
5652,3.0,2.0,1670.0,1670.0,1301.0,1301.0
5653,1.0,1.0,1255.0,1335.0,690.0,690.0
5653,1.0,1.5,1491.0,1491.0,840.0,840.0
5653,2.0,1.0,1581.0,1591.0,900.0,900.0
5653,2.0,1.0,1581.0,1841.0,1040.0,1040.0
5653,2.0,2.0,1546.0,1696.0,955.0,955.0
5653,2.0,2.5,1866.0,1946.0,1095.0,1095.0
5653,3.0,2.0,1936.0,2046.0,1090.0,1090.0
5653,3.0,2.5,1946.0,1946.0,1135.0,1135.0
5653,3.0,2.5,1956.0,1956.0,1095.0,1095.0
5653,3.0,2.5,2176.0,2176.0,1230.0,1230.0
5654,1.0,1.0,1525.0,1525.0,740.0,740.0
5654,2.0,1.0,1800.0,1800.0,950.0,950.0
5654,2.0,1.5,1824.0,1824.0,890.0,890.0
5654,3.0,1.5,2145.0,2145.0,1040.0,1040.0
5655,0.0,1.0,1307.0,1357.0,540.0,540.0
5655,1.0,1.0,1601.0,1751.0,725.0,725.0
5655,1.0,1.0,1993.0,1993.0,948.0,948.0
5655,2.0,2.0,2286.0,2317.0,1348.0,1348.0
5656,1.0,1.0,1548.0,1741.0,775.0,775.0
5656,1.0,1.0,1882.0,1882.0,868.0,868.0
5656,2.0,1.0,1693.0,1693.0,954.0,954.0
5656,2.0,2.0,1785.0,1838.0,1107.0,1107.0
5656,3.0,2.0,2157.0,2182.0,1230.0,1230.0
5657,0.0,1.0,1429.0,1444.0,539.0,539.0
5657,0.0,1.0,1529.0,1599.0,554.0,554.0
5657,1.0,1.0,1579.0,1579.0,673.0,673.0
5657,1.0,1.0,1619.0,1654.0,680.0,680.0
5657,1.0,1.0,1629.0,1629.0,692.0,692.0
5657,1.0,1.0,1759.0,1759.0,807.0,807.0
5657,1.0,1.0,,,665.0,665.0
5657,1.0,1.0,,,820.0,820.0
5657,1.0,1.0,,,840.0,840.0
5657,2.0,1.0,2044.0,2044.0,1001.0,1001.0
5657,2.0,1.0,2195.0,2775.0,998.0,998.0
5657,2.0,2.0,,,1038.0,1038.0
5657,2.0,2.0,,,1101.0,1101.0
5657,2.0,2.0,,,1094.0,1094.0
5657,2.0,2.0,,,1135.0,1135.0
5657,2.0,2.0,,,1144.0,1144.0
5658,0.0,1.0,1549.0,1594.0,526.0,526.0
5658,0.0,1.0,,,642.0,642.0
5658,1.0,1.0,1907.0,1907.0,831.0,831.0
5658,1.0,1.0,1917.0,1927.0,835.0,835.0
5658,1.0,1.0,,,678.0,678.0
5658,1.0,1.0,,,734.0,734.0
5658,1.0,1.0,,,762.0,762.0
5658,1.0,1.0,,,768.0,768.0
5658,1.0,1.0,,,770.0,770.0
5658,1.0,1.0,,,868.0,868.0
5658,1.0,1.0,,,740.0,740.0
5658,1.0,1.0,,,741.0,741.0
5658,1.0,1.0,,,767.0,767.0
5658,1.0,1.0,,,977.0,977.0
5658,1.0,1.0,,,731.0,731.0
5658,1.0,1.0,,,678.0,678.0
5658,1.0,1.0,,,669.0,669.0
5658,1.0,1.0,,,664.0,664.0
5658,1.0,1.0,,,660.0,660.0
5658,1.0,1.0,,,645.0,645.0
5658,1.0,1.0,,,634.0,634.0
5658,1.0,1.0,,,632.0,632.0
5658,2.0,2.0,2138.0,2208.0,1000.0,1000.0
5658,2.0,2.0,2263.0,2318.0,1191.0,1191.0
5658,2.0,2.0,2268.0,2338.0,1182.0,1182.0
5658,2.0,2.0,2303.0,2303.0,1056.0,1056.0
5658,2.0,2.0,2523.0,2553.0,1268.0,1268.0
5658,2.0,2.0,,,1087.0,1087.0
5658,2.0,2.0,,,1307.0,1307.0
5658,2.0,2.0,,,1500.0,1500.0
5659,0.0,1.0,1505.0,1510.0,460.0,460.0
5659,1.0,1.0,1695.0,1815.0,820.0,820.0
5659,1.0,1.0,1850.0,1920.0,870.0,870.0
5659,2.0,1.5,2185.0,2185.0,1000.0,1000.0
5659,2.0,1.5,2230.0,2230.0,1100.0,1100.0
5659,2.0,2.0,2295.0,2325.0,1100.0,1100.0
5660,1.0,1.0,1325.0,1325.0,800.0,800.0
5660,2.0,1.0,1535.0,1535.0,1000.0,1000.0
5660,2.0,1.5,1580.0,1580.0,1050.0,1050.0
5660,3.0,1.0,1765.0,1765.0,1200.0,1200.0
5661,0.0,1.0,1100.0,1275.0,450.0,450.0
5661,0.0,1.0,1210.0,1505.0,475.0,475.0
5661,0.0,1.0,,,555.0,555.0
5661,1.0,1.0,1430.0,1635.0,800.0,800.0
5661,1.0,1.0,1525.0,1625.0,860.0,860.0
5661,1.0,1.0,1565.0,1615.0,910.0,910.0
5661,1.0,1.0,,,935.0,935.0
5661,2.0,2.0,1620.0,1860.0,1110.0,1110.0
5661,2.0,2.0,1735.0,1895.0,1150.0,1150.0
5661,3.0,2.0,1865.0,1865.0,1150.0,1150.0
5661,3.0,2.0,1880.0,2055.0,1215.0,1215.0
5661,3.0,2.0,2185.0,2290.0,1385.0,1385.0
5662,0.0,1.0,936.0,936.0,400.0,400.0
5662,1.0,1.0,817.0,946.0,650.0,650.0
5662,2.0,1.0,1475.0,1475.0,650.0,650.0
5662,3.0,1.0,1475.0,1475.0,1000.0,1000.0
5663,0.0,1.0,1535.0,2150.0,475.0,475.0
5663,1.0,1.0,1695.0,2305.0,731.0,731.0
5663,1.0,1.0,1730.0,2250.0,745.0,745.0
5663,1.0,1.0,1745.0,2245.0,747.0,747.0
5663,1.0,1.0,1750.0,2265.0,738.0,738.0
5663,1.0,1.0,1840.0,2325.0,745.0,745.0
5663,1.0,1.0,,,693.0,693.0
5663,1.0,1.0,,,720.0,720.0
5663,1.0,1.0,,,722.0,722.0
5663,1.0,1.0,,,799.0,799.0
5663,1.0,1.0,,,871.0,871.0
5663,1.0,1.0,,,913.0,913.0
5663,1.0,1.0,,,960.0,960.0
5663,1.0,1.0,,,995.0,995.0
5663,1.0,1.0,,,1049.0,1049.0
5663,1.0,1.0,,,703.0,703.0
5663,2.0,2.0,2270.0,2785.0,1088.0,1088.0
5663,2.0,2.0,2370.0,2805.0,1180.0,1180.0
5663,2.0,2.0,2386.0,2836.0,1204.0,1204.0
5663,2.0,2.0,2501.0,2951.0,1296.0,1296.0
5663,2.0,2.0,2563.0,3013.0,1340.0,1340.0
5663,2.0,2.0,,,964.0,964.0
5663,2.0,2.0,,,1172.0,1172.0
5663,2.0,2.0,,,1192.0,1192.0
5663,2.0,2.0,,,1228.0,1228.0
5663,2.0,2.0,,,1252.0,1252.0
5663,2.0,2.0,,,1274.0,1274.0
5663,2.0,2.0,,,1284.0,1284.0
5663,2.0,2.0,,,1296.0,1296.0
5663,2.0,2.0,,,1453.0,1453.0
5663,2.0,2.0,,,1103.0,1103.0
5664,1.0,1.0,1268.0,1500.0,747.0,747.0
5664,2.0,1.0,,,926.0,926.0
5664,2.0,2.0,,,970.0,970.0
5665,1.0,1.0,1210.0,1335.0,524.0,524.0
5665,1.0,1.0,1235.0,1335.0,616.0,616.0
5665,1.0,1.0,1350.0,1450.0,830.0,830.0
5665,1.0,1.0,,,665.0,665.0
5665,1.0,1.0,,,819.0,819.0
5665,2.0,1.0,1530.0,1630.0,1004.0,1004.0
5665,2.0,1.0,1545.0,1645.0,988.0,988.0
5665,2.0,2.0,1550.0,1650.0,1058.0,1058.0
5665,2.0,2.0,1595.0,1695.0,1149.0,1149.0
5666,0.0,1.0,1385.0,1385.0,500.0,500.0
5666,0.0,1.0,1385.0,1385.0,,
5666,0.0,1.0,1385.0,1385.0,,
5666,0.0,1.0,1385.0,1385.0,500.0,500.0
5666,0.0,1.0,1385.0,1385.0,,
5666,0.0,1.0,1385.0,1385.0,,
5666,0.0,1.0,1385.0,1385.0,,
5666,1.0,1.0,1510.0,1510.0,550.0,550.0
5666,1.0,1.0,1510.0,1510.0,550.0,550.0
5666,1.0,1.0,1510.0,1510.0,,
5666,1.0,1.0,1510.0,1510.0,,
5666,1.0,1.0,1625.0,1775.0,655.0,655.0
5666,1.0,1.0,1625.0,1625.0,,
5666,1.0,1.0,1625.0,1625.0,655.0,655.0
5666,1.0,1.0,1625.0,1625.0,,
5666,1.0,1.0,1635.0,1635.0,655.0,655.0
5666,1.0,1.0,1635.0,1635.0,,
5666,1.0,1.0,1635.0,1785.0,655.0,655.0
5666,1.0,1.0,1635.0,1635.0,,
5666,1.0,1.0,1635.0,1635.0,655.0,655.0
5666,1.0,1.0,1635.0,1635.0,,
5666,1.0,1.0,1655.0,1655.0,655.0,655.0
5666,1.0,1.0,1655.0,1655.0,,
5666,1.0,1.0,1655.0,1655.0,655.0,655.0
5666,1.0,1.0,1655.0,1655.0,,
5666,2.0,1.0,1815.0,1815.0,890.0,890.0
5666,2.0,1.0,1815.0,1815.0,,
5666,2.0,1.0,1815.0,1815.0,,
5666,2.0,1.0,1815.0,1815.0,,
5666,2.0,2.0,1865.0,1865.0,890.0,890.0
5666,2.0,2.0,1865.0,1865.0,,
5666,2.0,2.0,1865.0,1865.0,,
5666,2.0,2.0,1865.0,1865.0,,
5666,2.0,2.0,1885.0,1885.0,900.0,900.0
5666,2.0,2.0,1885.0,1885.0,,
5666,2.0,2.0,1885.0,1885.0,,
5666,2.0,2.0,1885.0,1885.0,,
5666,2.0,2.0,1925.0,1925.0,930.0,930.0
5666,2.0,2.0,1925.0,1925.0,,
5666,2.0,2.0,1925.0,1925.0,,
5666,2.0,2.0,1925.0,1925.0,,
5666,2.0,2.0,1979.0,1979.0,1000.0,1000.0
5666,2.0,2.0,1979.0,1979.0,,
5666,2.0,2.0,1979.0,1979.0,,
5666,2.0,2.0,2009.0,2009.0,1010.0,1010.0
